Transcript stable ID	Transcript type	Transcript length (including UTRs and CDS)	Gene name
ENST00000414474	protein_coding	439	PSMB9
ENST00000374859	protein_coding	1017	PSMB9
ENST00000258733	protein_coding	2650	GPNMB
ENST00000381990	protein_coding	2763	GPNMB
ENST00000409458	protein_coding	1673	GPNMB
ENST00000647578	protein_coding	2751	GPNMB
ENST00000288462	protein_coding	2130	C9orf43
ENST00000374165	protein_coding	1994	C9orf43
ENST00000503291	protein_coding	2025	CDC42SE2
ENST00000360515	protein_coding	3591	CDC42SE2
ENST00000505065	protein_coding	4404	CDC42SE2
ENST00000502582	protein_coding	277	CDC42SE2
ENST00000395246	protein_coding	3485	CDC42SE2
ENST00000616600	protein_coding	2267	HDGFL2
ENST00000621835	protein_coding	2255	HDGFL2
ENST00000589486	protein_coding	805	HDGFL2
ENST00000592691	protein_coding	740	HDGFL2
ENST00000587016	protein_coding	870	HDGFL2
ENST00000592417	protein_coding	1349	HDGFL2
ENST00000614903	protein_coding	239	HDGFL2
ENST00000619255	protein_coding	320	HDGFL2
ENST00000370318	protein_coding	1917	CGAS
ENST00000370315	protein_coding	3201	CGAS
ENST00000680833	protein_coding	1595	CGAS
ENST00000416779	protein_coding	485	FES
ENST00000414248	protein_coding	2327	FES
ENST00000559355	protein_coding	587	FES
ENST00000394302	protein_coding	2133	FES
ENST00000452243	protein_coding	587	FES
ENST00000328850	protein_coding	2737	FES
ENST00000443697	protein_coding	544	FES
ENST00000394300	protein_coding	2302	FES
ENST00000444422	protein_coding	2266	FES
ENST00000228468	protein_coding	4072	ASIC1
ENST00000447966	protein_coding	3886	ASIC1
ENST00000453327	protein_coding	1481	ASIC1
ENST00000552438	protein_coding	3327	ASIC1
ENST00000552633	protein_coding	614	ASIC1
ENST00000431187	protein_coding	559	INO80B
ENST00000233331	protein_coding	1181	INO80B
ENST00000409917	protein_coding	796	INO80B
ENST00000409493	protein_coding	623	INO80B
ENST00000296695	protein_coding	413	SPINK1
ENST00000510027	protein_coding	1188	SPINK1
ENST00000366997	protein_coding	7773	LPGAT1
ENST00000366996	protein_coding	2035	LPGAT1
ENST00000353147	protein_coding	809	HFE
ENST00000397022	protein_coding	1280	HFE
ENST00000352392	protein_coding	653	HFE
ENST00000349999	protein_coding	1704	HFE
ENST00000317896	protein_coding	1922	HFE
ENST00000470149	protein_coding	1123	HFE
ENST00000336625	protein_coding	804	HFE
ENST00000461397	protein_coding	1045	HFE
ENST00000488199	protein_coding	781	HFE
ENST00000357618	protein_coding	5176	HFE
ENST00000309234	protein_coding	1158	HFE
ENST00000485729	protein_coding	777	HFE
ENST00000519262	protein_coding	3349	FAM110B
ENST00000361488	protein_coding	3438	FAM110B
ENST00000314254	protein_coding	1444	MRGPRX4
ENST00000452135	protein_coding	4799	MAPK9
ENST00000393360	protein_coding	4326	MAPK9
ENST00000455781	protein_coding	4336	MAPK9
ENST00000343111	protein_coding	4369	MAPK9
ENST00000347470	protein_coding	1509	MAPK9
ENST00000425491	protein_coding	2266	MAPK9
ENST00000523583	protein_coding	657	MAPK9
ENST00000539014	protein_coding	1668	MAPK9
ENST00000397072	protein_coding	1416	MAPK9
ENST00000278222	protein_coding	630	SAA4
ENST00000320185	protein_coding	1169	FGF8
ENST00000344255	protein_coding	1114	FGF8
ENST00000618991	protein_coding	752	FGF8
ENST00000346714	protein_coding	694	FGF8
ENST00000347978	protein_coding	823	FGF8
ENST00000471129	protein_coding	900	PROX1
ENST00000366958	protein_coding	8468	PROX1
ENST00000435016	protein_coding	3075	PROX1
ENST00000607425	protein_coding	560	PROX1
ENST00000498508	protein_coding	8498	PROX1
ENST00000261454	protein_coding	8170	PROX1
ENST00000524555	protein_coding	743	SAA2-SAA4
ENST00000630693	protein_coding	786	GDI1
ENST00000447750	protein_coding	2240	GDI1
ENST00000393972	protein_coding	1325	WBP1
ENST00000233615	protein_coding	1175	WBP1
ENST00000409737	protein_coding	1110	WBP1
ENST00000428943	protein_coding	989	WBP1
ENST00000380249	protein_coding	6096	FOCAD
ENST00000338382	protein_coding	5794	FOCAD
ENST00000603044	protein_coding	635	FOCAD
ENST00000604254	protein_coding	572	FOCAD
ENST00000603695	protein_coding	559	FOCAD
ENST00000414546	protein_coding	1022	SAA2
ENST00000530400	protein_coding	323	SAA2
ENST00000528349	protein_coding	948	SAA2
ENST00000529528	protein_coding	610	SAA2
ENST00000256733	protein_coding	576	SAA2
ENST00000526900	protein_coding	687	SAA2
ENST00000518804	protein_coding	612	IDO1
ENST00000519154	protein_coding	1138	IDO1
ENST00000522495	protein_coding	1709	IDO1
ENST00000522840	protein_coding	572	IDO1
ENST00000518237	protein_coding	1849	IDO1
ENST00000265631	protein_coding	3141	SLC25A13
ENST00000416240	protein_coding	3192	SLC25A13
ENST00000545806	protein_coding	543	PFKFB2
ENST00000618513	protein_coding	554	PFKFB2
ENST00000367080	protein_coding	7073	PFKFB2
ENST00000367079	protein_coding	3494	PFKFB2
ENST00000292478	protein_coding	5464	PTCD1
ENST00000430982	protein_coding	571	PTCD1
ENST00000430029	protein_coding	556	PTCD1
ENST00000419981	protein_coding	533	PTCD1
ENST00000369236	protein_coding	9109	GFRA1
ENST00000355422	protein_coding	9161	GFRA1
ENST00000439649	protein_coding	4887	GFRA1
ENST00000682489	protein_coding	2264	GFRA1
ENST00000682743	protein_coding	2562	GFRA1
ENST00000684105	protein_coding	1755	GFRA1
ENST00000369234	protein_coding	1810	GFRA1
ENST00000682194	protein_coding	956	GFRA1
ENST00000683474	protein_coding	941	GFRA1
ENST00000683792	protein_coding	981	GFRA1
ENST00000490345	protein_coding	935	GFRA1
ENST00000453384	protein_coding	1099	RAB34
ENST00000395243	protein_coding	1597	RAB34
ENST00000395245	protein_coding	1741	RAB34
ENST00000625712	protein_coding	994	RAB34
ENST00000301043	protein_coding	1592	RAB34
ENST00000450529	protein_coding	1184	RAB34
ENST00000415040	protein_coding	1293	RAB34
ENST00000436730	protein_coding	863	RAB34
ENST00000430132	protein_coding	914	RAB34
ENST00000583538	protein_coding	467	RAB34
ENST00000636772	protein_coding	1180	RAB34
ENST00000353676	protein_coding	1060	RAB34
ENST00000412625	protein_coding	717	RAB34
ENST00000636513	protein_coding	888	RAB34
ENST00000419712	protein_coding	626	RAB34
ENST00000636154	protein_coding	730	RAB34
ENST00000580843	protein_coding	582	RAB34
ENST00000582934	protein_coding	546	RAB34
ENST00000562918	protein_coding	1521	ITGAX
ENST00000268296	protein_coding	4663	ITGAX
ENST00000562522	protein_coding	3990	ITGAX
ENST00000247881	protein_coding	5018	TAS2R4
ENST00000258105	protein_coding	496	MRPL53
ENST00000409710	protein_coding	386	MRPL53
ENST00000258781	protein_coding	1864	CCM2
ENST00000475551	protein_coding	2471	CCM2
ENST00000474617	protein_coding	1532	CCM2
ENST00000480382	protein_coding	406	CCM2
ENST00000381112	protein_coding	1881	CCM2
ENST00000544363	protein_coding	1620	CCM2
ENST00000541586	protein_coding	1719	CCM2
ENST00000278409	protein_coding	945	OR5F1
ENST00000393965	protein_coding	4128	CCDC142
ENST00000290418	protein_coding	2835	CCDC142
ENST00000443585	protein_coding	1311	C12orf75
ENST00000552457	protein_coding	689	C12orf75
ENST00000549893	protein_coding	719	C12orf75
ENST00000549934	protein_coding	291	C12orf75
ENST00000612117	protein_coding	1329	C12orf75
ENST00000313472	protein_coding	939	OR8H3
ENST00000254624	protein_coding	5433	EFR3A
ENST00000522709	protein_coding	780	EFR3A
ENST00000637848	protein_coding	2547	EFR3A
ENST00000520362	protein_coding	477	EFR3A
ENST00000519656	protein_coding	5247	EFR3A
ENST00000359882	protein_coding	1877	PORCN
ENST00000326194	protein_coding	1867	PORCN
ENST00000355961	protein_coding	1848	PORCN
ENST00000683923	protein_coding	2079	PORCN
ENST00000489940	protein_coding	558	PORCN
ENST00000361988	protein_coding	1672	PORCN
ENST00000537758	protein_coding	2260	PORCN
ENST00000367574	protein_coding	1816	PORCN
ENST00000313447	protein_coding	924	OR8K5
ENST00000312298	protein_coding	939	OR5J2
ENST00000381848	protein_coding	2470	PLIN5
ENST00000592610	protein_coding	1903	PLIN5
ENST00000586133	protein_coding	907	PLIN5
ENST00000233623	protein_coding	2916	TTC31
ENST00000442235	protein_coding	958	TTC31
ENST00000410003	protein_coding	3358	TTC31
ENST00000414247	protein_coding	833	TTC31
ENST00000316770	protein_coding	1037	OR10Q1
ENST00000546390	protein_coding	1430	SMIM41
ENST00000372027	protein_coding	4127	MMRN2
ENST00000610081	protein_coding	1020	MMRN2
ENST00000609457	protein_coding	890	MMRN2
ENST00000474994	protein_coding	829	MMRN2
ENST00000396439	protein_coding	1025	KLRC3
ENST00000381903	protein_coding	798	KLRC3
ENST00000620151	protein_coding	1772	
ENST00000698113	protein_coding	3840	SH2D1A
ENST00000360027	protein_coding	2059	SH2D1A
ENST00000698116	protein_coding	2276	SH2D1A
ENST00000371139	protein_coding	2236	SH2D1A
ENST00000477673	protein_coding	461	SH2D1A
ENST00000494073	protein_coding	419	SH2D1A
ENST00000698118	protein_coding	1163	SH2D1A
ENST00000313253	protein_coding	936	OR4D11
ENST00000371951	protein_coding	3288	HTR2C
ENST00000371950	protein_coding	4652	HTR2C
ENST00000276198	protein_coding	4743	HTR2C
ENST00000372017	protein_coding	756	SNCG
ENST00000348795	protein_coding	684	SNCG
ENST00000536435	protein_coding	13390	ZNF268
ENST00000228289	protein_coding	3543	ZNF268
ENST00000541211	protein_coding	781	ZNF268
ENST00000500625	protein_coding	717	ZNF268
ENST00000539248	protein_coding	759	ZNF268
ENST00000542711	protein_coding	861	ZNF268
ENST00000536899	protein_coding	3236	ZNF268
ENST00000542986	protein_coding	3773	ZNF268
ENST00000541975	protein_coding	572	ZNF268
ENST00000541009	protein_coding	3773	ZNF268
ENST00000592241	protein_coding	686	ZNF268
ENST00000591951	protein_coding	612	ZNF268
ENST00000611984	protein_coding	583	ZNF268
ENST00000416488	protein_coding	897	ZNF268
ENST00000302270	protein_coding	930	OR8U1
ENST00000623286	protein_coding	975	OR8U3
ENST00000366988	protein_coding	916	NENF
ENST00000641310	protein_coding	4672	
ENST00000641599	protein_coding	4530	
ENST00000279791	protein_coding	933	OR5M9
ENST00000495827	protein_coding	8277	HACD4
ENST00000389202	protein_coding	3889	ITGAD
ENST00000416348	protein_coding	229	ADIRF
ENST00000372013	protein_coding	627	ADIRF
ENST00000306390	protein_coding	2605	LRG1
ENST00000329451	protein_coding	2057	LMNTD2
ENST00000441853	protein_coding	1051	LMNTD2
ENST00000486629	protein_coding	798	LMNTD2
ENST00000612460	protein_coding	1790	TAFAZZIN
ENST00000601016	protein_coding	1906	TAFAZZIN
ENST00000613002	protein_coding	1485	TAFAZZIN
ENST00000475699	protein_coding	1632	TAFAZZIN
ENST00000612012	protein_coding	1230	TAFAZZIN
ENST00000369776	protein_coding	1596	TAFAZZIN
ENST00000439735	protein_coding	567	TAFAZZIN
ENST00000616020	protein_coding	891	TAFAZZIN
ENST00000652358	protein_coding	832	TAFAZZIN
ENST00000652390	protein_coding	1102	TAFAZZIN
ENST00000652354	protein_coding	1469	TAFAZZIN
ENST00000479875	protein_coding	399	TAFAZZIN
ENST00000652644	protein_coding	980	TAFAZZIN
ENST00000651139	protein_coding	1037	TAFAZZIN
ENST00000653908	protein_coding	3288	
ENST00000662216	protein_coding	1361	
ENST00000380232	protein_coding	839	IFNB1
ENST00000639602	protein_coding	4455	
ENST00000638983	protein_coding	4184	
ENST00000327473	protein_coding	3816	TNFAIP8L1
ENST00000536716	protein_coding	3845	TNFAIP8L1
ENST00000380229	protein_coding	1201	IFNW1
ENST00000380225	protein_coding	1024	IFNA21
ENST00000377566	protein_coding	1073	LBX2
ENST00000460508	protein_coding	1452	LBX2
ENST00000341396	protein_coding	886	LBX2
ENST00000453396	protein_coding	1003	SMIM27
ENST00000450093	protein_coding	585	SMIM27
ENST00000692500	protein_coding	360	SMIM27
ENST00000451672	protein_coding	2382	SMIM27
ENST00000644531	protein_coding	668	SMIM27
ENST00000635960	protein_coding	318	SMIM27
ENST00000601417	protein_coding	3033	ERVV-2
ENST00000532324	protein_coding	1381	TATDN3
ENST00000366974	protein_coding	2527	TATDN3
ENST00000530441	protein_coding	492	TATDN3
ENST00000526641	protein_coding	1073	TATDN3
ENST00000531963	protein_coding	1291	TATDN3
ENST00000366973	protein_coding	2321	TATDN3
ENST00000526997	protein_coding	794	TATDN3
ENST00000488246	protein_coding	498	TATDN3
ENST00000530399	protein_coding	547	TATDN3
ENST00000606486	protein_coding	551	TATDN3
ENST00000527693	protein_coding	946	TATDN3
ENST00000233630	protein_coding	907	PCGF1
ENST00000343959	protein_coding	357	FAM25A
ENST00000313050	protein_coding	8806	SEC16A
ENST00000290037	protein_coding	8982	SEC16A
ENST00000277537	protein_coding	3910	SEC16A
ENST00000453963	protein_coding	4834	SEC16A
ENST00000371706	protein_coding	8093	SEC16A
ENST00000313084	protein_coding	3073	SEC16A
ENST00000684901	protein_coding	9018	SEC16A
ENST00000690691	protein_coding	6551	SEC16A
ENST00000431893	protein_coding	6465	SEC16A
ENST00000305124	protein_coding	1498	GAP43
ENST00000393780	protein_coding	1901	GAP43
ENST00000601968	protein_coding	1641	RUVBL2
ENST00000596837	protein_coding	682	RUVBL2
ENST00000595090	protein_coding	1545	RUVBL2
ENST00000639391	protein_coding	120	RUVBL2
ENST00000640699	protein_coding	153	RUVBL2
ENST00000627972	protein_coding	1065	RUVBL2
ENST00000437629	protein_coding	969	SHLD2
ENST00000298784	protein_coding	3402	SHLD2
ENST00000298786	protein_coding	3601	SHLD2
ENST00000355112	protein_coding	5240	BLM
ENST00000681142	protein_coding	4270	BLM
ENST00000648453	protein_coding	4522	BLM
ENST00000560509	protein_coding	3966	BLM
ENST00000680772	protein_coding	5033	BLM
ENST00000254627	protein_coding	1788	OC90
ENST00000287490	protein_coding	372	COX6A2
ENST00000307839	protein_coding	2155	RPL15
ENST00000422218	protein_coding	588	RPL15
ENST00000434031	protein_coding	650	RPL15
ENST00000413699	protein_coding	2221	RPL15
ENST00000645079	protein_coding	566	RPL15
ENST00000456530	protein_coding	3182	RPL15
ENST00000412097	protein_coding	562	RPL15
ENST00000644684	protein_coding	564	RPL15
ENST00000415719	protein_coding	830	RPL15
ENST00000644185	protein_coding	824	RPL15
ENST00000436146	protein_coding	605	RPL15
ENST00000643707	protein_coding	571	RPL15
ENST00000354811	protein_coding	820	RPL15
ENST00000611050	protein_coding	2363	RPL15
ENST00000431809	protein_coding	1745	RASSF7
ENST00000397582	protein_coding	1731	RASSF7
ENST00000397583	protein_coding	2017	RASSF7
ENST00000454668	protein_coding	1450	RASSF7
ENST00000528736	protein_coding	473	RASSF7
ENST00000564218	protein_coding	3816	ZNF843
ENST00000315678	protein_coding	1905	ZNF843
ENST00000618063	protein_coding	1765	ZNF843
ENST00000262283	protein_coding	2413	
ENST00000621805	protein_coding	2622	RAB18
ENST00000535776	protein_coding	2620	RAB18
ENST00000684501	protein_coding	727	RAB18
ENST00000683797	protein_coding	582	RAB18
ENST00000682389	protein_coding	1718	RAB18
ENST00000356940	protein_coding	4875	RAB18
ENST00000683755	protein_coding	1800	RAB18
ENST00000682963	protein_coding	1715	RAB18
ENST00000375802	protein_coding	617	RAB18
ENST00000423465	protein_coding	678	RAB18
ENST00000683924	protein_coding	870	RAB18
ENST00000682347	protein_coding	522	RAB18
ENST00000683030	protein_coding	605	RAB18
ENST00000683915	protein_coding	608	RAB18
ENST00000644350	protein_coding	872	CRYGN
ENST00000337323	protein_coding	1989	CRYGN
ENST00000491928	protein_coding	698	CRYGN
ENST00000478106	protein_coding	566	CRYGN
ENST00000408912	protein_coding	3626	ARMC5
ENST00000457010	protein_coding	4844	ARMC5
ENST00000563544	protein_coding	3549	ARMC5
ENST00000268314	protein_coding	3108	ARMC5
ENST00000564900	protein_coding	2072	ARMC5
ENST00000517814	protein_coding	563	UTP23
ENST00000309822	protein_coding	3672	UTP23
ENST00000517820	protein_coding	796	UTP23
ENST00000520733	protein_coding	369	UTP23
ENST00000621092	protein_coding	1452	TLX2
ENST00000233638	protein_coding	2171	TLX2
ENST00000519746	protein_coding	2755	TBC1D9B
ENST00000355235	protein_coding	5155	TBC1D9B
ENST00000356834	protein_coding	5173	TBC1D9B
ENST00000522472	protein_coding	668	TBC1D9B
ENST00000524222	protein_coding	927	TBC1D9B
ENST00000630103	protein_coding	303	TBC1D9B
ENST00000328747	protein_coding	3165	ZNF92
ENST00000431504	protein_coding	2947	ZNF92
ENST00000450302	protein_coding	2957	ZNF92
ENST00000357512	protein_coding	3124	ZNF92
ENST00000393951	protein_coding	2540	DQX1
ENST00000404568	protein_coding	2584	DQX1
ENST00000451518	protein_coding	555	DQX1
ENST00000681365	protein_coding	6531	AHI1
ENST00000681522	protein_coding	6333	AHI1
ENST00000681841	protein_coding	6332	AHI1
ENST00000681022	protein_coding	8779	AHI1
ENST00000265602	protein_coding	6063	AHI1
ENST00000367800	protein_coding	5921	AHI1
ENST00000679925	protein_coding	5651	AHI1
ENST00000457866	protein_coding	5549	AHI1
ENST00000681340	protein_coding	5303	AHI1
ENST00000681301	protein_coding	3438	AHI1
ENST00000679450	protein_coding	3330	AHI1
ENST00000681756	protein_coding	5305	AHI1
ENST00000681670	protein_coding	5411	AHI1
ENST00000367799	protein_coding	4392	AHI1
ENST00000327035	protein_coding	3638	AHI1
ENST00000524469	protein_coding	1074	AHI1
ENST00000488690	protein_coding	712	AHI1
ENST00000680968	protein_coding	719	AHI1
ENST00000534469	protein_coding	680	AHI1
ENST00000681596	protein_coding	5788	AHI1
ENST00000680033	protein_coding	3230	AHI1
ENST00000378279	protein_coding	2291	AARD
ENST00000334493	protein_coding	2038	WDR86
ENST00000477459	protein_coding	1428	WDR86
ENST00000469830	protein_coding	1691	WDR86
ENST00000621812	protein_coding	1542	WDR86
ENST00000628331	protein_coding	1905	WDR86
ENST00000519685	protein_coding	3505	RHOBTB2
ENST00000524077	protein_coding	803	RHOBTB2
ENST00000522948	protein_coding	4959	RHOBTB2
ENST00000692529	protein_coding	5551	RHOBTB2
ENST00000251822	protein_coding	5482	RHOBTB2
ENST00000565454	protein_coding	573	TGFB1I1
ENST00000394863	protein_coding	1805	TGFB1I1
ENST00000565360	protein_coding	684	TGFB1I1
ENST00000361773	protein_coding	1773	TGFB1I1
ENST00000562566	protein_coding	668	TGFB1I1
ENST00000394858	protein_coding	1803	TGFB1I1
ENST00000567607	protein_coding	1770	TGFB1I1
ENST00000416188	protein_coding	5278	PHRF1
ENST00000264555	protein_coding	5539	PHRF1
ENST00000413872	protein_coding	5224	PHRF1
ENST00000533464	protein_coding	5218	PHRF1
ENST00000649238	protein_coding	524	LHB
ENST00000543747	protein_coding	568	DYRK2
ENST00000344096	protein_coding	8888	DYRK2
ENST00000393555	protein_coding	2209	DYRK2
ENST00000319833	protein_coding	566	DYRK2
ENST00000542503	protein_coding	560	DYRK2
ENST00000591656	protein_coding	786	
ENST00000604577	protein_coding	406	
ENST00000377526	protein_coding	1458	AUP1
ENST00000301408	protein_coding	877	CGB5
ENST00000675578	protein_coding	3650	IFRD1
ENST00000432734	protein_coding	574	IFRD1
ENST00000005558	protein_coding	1834	IFRD1
ENST00000621379	protein_coding	3232	IFRD1
ENST00000443101	protein_coding	440	IFRD1
ENST00000445335	protein_coding	570	IFRD1
ENST00000417662	protein_coding	429	IFRD1
ENST00000429071	protein_coding	1938	IFRD1
ENST00000403825	protein_coding	3269	IFRD1
ENST00000476927	protein_coding	486	IFRD1
ENST00000440625	protein_coding	891	IFRD1
ENST00000535603	protein_coding	3397	IFRD1
ENST00000462155	protein_coding	437	IFRD1
ENST00000548195	protein_coding	576	WASHC4
ENST00000332180	protein_coding	5791	WASHC4
ENST00000620430	protein_coding	3623	WASHC4
ENST00000552203	protein_coding	359	WASHC4
ENST00000551224	protein_coding	575	WASHC4
ENST00000382004	protein_coding	9307	RFX3
ENST00000617270	protein_coding	9258	RFX3
ENST00000358730	protein_coding	2971	RFX3
ENST00000449234	protein_coding	633	RFX3
ENST00000458034	protein_coding	814	RFX3
ENST00000302303	protein_coding	1522	RFX3
ENST00000457373	protein_coding	822	RFX3
ENST00000451859	protein_coding	740	RFX3
ENST00000420720	protein_coding	492	RFX3
ENST00000442560	protein_coding	526	RFX3
ENST00000449190	protein_coding	869	RFX3
ENST00000381984	protein_coding	364	RFX3
ENST00000502976	protein_coding	1626	CNBP
ENST00000422453	protein_coding	3295	CNBP
ENST00000451728	protein_coding	1641	CNBP
ENST00000446936	protein_coding	1623	CNBP
ENST00000500450	protein_coding	1516	CNBP
ENST00000504813	protein_coding	1549	CNBP
ENST00000441626	protein_coding	1040	CNBP
ENST00000512338	protein_coding	502	CNBP
ENST00000598984	protein_coding	547	SNRNP70
ENST00000221448	protein_coding	1603	SNRNP70
ENST00000598441	protein_coding	1671	SNRNP70
ENST00000601411	protein_coding	377	SNRNP70
ENST00000276431	protein_coding	3998	TNFRSF10B
ENST00000347739	protein_coding	1723	TNFRSF10B
ENST00000236959	protein_coding	1972	ATIC
ENST00000435675	protein_coding	2275	ATIC
ENST00000413174	protein_coding	695	ATIC
ENST00000426233	protein_coding	713	ATIC
ENST00000392607	protein_coding	4264	ADGRA1
ENST00000392606	protein_coding	3438	ADGRA1
ENST00000422514	protein_coding	970	RPL23A
ENST00000496182	protein_coding	636	RPL23A
ENST00000394938	protein_coding	688	RPL23A
ENST00000394935	protein_coding	580	RPL23A
ENST00000355731	protein_coding	587	RPL23A
ENST00000472628	protein_coding	639	RPL23A
ENST00000578181	protein_coding	593	RPL23A
ENST00000285021	protein_coding	3650	XPC
ENST00000511155	protein_coding	557	XPC
ENST00000348367	protein_coding	6372	GPAM
ENST00000369425	protein_coding	5664	GPAM
ENST00000500337	protein_coding	2950	TMEM267
ENST00000397080	protein_coding	2736	TMEM267
ENST00000512085	protein_coding	1927	TMEM267
ENST00000510130	protein_coding	721	TMEM267
ENST00000506860	protein_coding	736	TMEM267
ENST00000426706	protein_coding	3088	SELP
ENST00000263686	protein_coding	3157	SELP
ENST00000367786	protein_coding	2402	SELP
ENST00000458599	protein_coding	1945	SELP
ENST00000367788	protein_coding	2427	SELP
ENST00000367795	protein_coding	1345	SELP
ENST00000391864	protein_coding	582	LIN7B
ENST00000221459	protein_coding	746	LIN7B
ENST00000486217	protein_coding	367	LIN7B
ENST00000292090	protein_coding	1042	TLCD1
ENST00000581236	protein_coding	408	TLCD1
ENST00000394933	protein_coding	784	TLCD1
ENST00000580518	protein_coding	578	TLCD1
ENST00000287008	protein_coding	4814	PCDH1
ENST00000503492	protein_coding	2373	PCDH1
ENST00000394536	protein_coding	3827	PCDH1
ENST00000515351	protein_coding	2489	PCDH1
ENST00000514773	protein_coding	553	PCDH1
ENST00000382303	protein_coding	5581	KANK1
ENST00000691319	protein_coding	4834	KANK1
ENST00000689926	protein_coding	5097	KANK1
ENST00000382297	protein_coding	5070	KANK1
ENST00000674102	protein_coding	5348	KANK1
ENST00000689779	protein_coding	5219	KANK1
ENST00000619269	protein_coding	5131	KANK1
ENST00000685947	protein_coding	5276	KANK1
ENST00000382289	protein_coding	2315	KANK1
ENST00000690372	protein_coding	5044	KANK1
ENST00000687796	protein_coding	5334	KANK1
ENST00000382286	protein_coding	2554	KANK1
ENST00000692757	protein_coding	5381	KANK1
ENST00000690348	protein_coding	5042	KANK1
ENST00000692345	protein_coding	5494	KANK1
ENST00000687662	protein_coding	5970	KANK1
ENST00000693088	protein_coding	5240	KANK1
ENST00000693143	protein_coding	5203	KANK1
ENST00000685590	protein_coding	5732	KANK1
ENST00000693021	protein_coding	5149	KANK1
ENST00000685380	protein_coding	5250	KANK1
ENST00000382293	protein_coding	5249	KANK1
ENST00000520607	protein_coding	581	
ENST00000408991	protein_coding	742	C19orf73
ENST00000356864	protein_coding	1395	TNFRSF10C
ENST00000595091	protein_coding	4413	ZNF845
ENST00000458035	protein_coding	6348	ZNF845
ENST00000579671	protein_coding	643	NEK8
ENST00000579060	protein_coding	647	NEK8
ENST00000268766	protein_coding	3573	NEK8
ENST00000592510	protein_coding	782	NEK8
ENST00000675268	protein_coding	159	
ENST00000439068	protein_coding	730	LSMEM1
ENST00000312849	protein_coding	1870	LSMEM1
ENST00000491101	protein_coding	569	ZNF525
ENST00000474037	protein_coding	6133	ZNF525
ENST00000467003	protein_coding	6107	ZNF525
ENST00000475179	protein_coding	1868	ZNF525
ENST00000593918	protein_coding	590	ZNF525
ENST00000064724	protein_coding	2758	CLDN11
ENST00000512982	protein_coding	4829	FYB1
ENST00000646045	protein_coding	4789	FYB1
ENST00000351578	protein_coding	4691	FYB1
ENST00000515010	protein_coding	2578	FYB1
ENST00000510188	protein_coding	676	FYB1
ENST00000512138	protein_coding	583	FYB1
ENST00000506557	protein_coding	688	FYB1
ENST00000509072	protein_coding	589	FYB1
ENST00000504542	protein_coding	594	FYB1
ENST00000312584	protein_coding	3535	TNFRSF10D
ENST00000396408	protein_coding	4572	ZNF765
ENST00000505866	protein_coding	522	ZNF765
ENST00000594030	protein_coding	7588	ZNF765
ENST00000297494	protein_coding	4366	NOS3
ENST00000461406	protein_coding	3644	NOS3
ENST00000467517	protein_coding	2377	NOS3
ENST00000484524	protein_coding	2537	NOS3
ENST00000475017	protein_coding	1143	NOS3
ENST00000643850	protein_coding	3581	TECTB
ENST00000646139	protein_coding	2900	TECTB
ENST00000645243	protein_coding	3808	TECTB
ENST00000369422	protein_coding	2784	TECTB
ENST00000550347	protein_coding	2714	KANSL2
ENST00000420613	protein_coding	2373	KANSL2
ENST00000547087	protein_coding	831	KANSL2
ENST00000553086	protein_coding	1830	KANSL2
ENST00000550931	protein_coding	461	KANSL2
ENST00000550870	protein_coding	593	KANSL2
ENST00000548304	protein_coding	343	KANSL2
ENST00000382199	protein_coding	4283	IGF2BP2
ENST00000457616	protein_coding	3426	IGF2BP2
ENST00000346192	protein_coding	3291	IGF2BP2
ENST00000421047	protein_coding	1711	IGF2BP2
ENST00000221132	protein_coding	2690	TNFRSF10A
ENST00000613472	protein_coding	978	TNFRSF10A
ENST00000524158	protein_coding	693	TNFRSF10A
ENST00000569576	protein_coding	516	SLC5A2
ENST00000330498	protein_coding	2267	SLC5A2
ENST00000398238	protein_coding	3983	NSF
ENST00000576040	protein_coding	364	NSF
ENST00000571172	protein_coding	569	NSF
ENST00000575068	protein_coding	2667	NSF
ENST00000576346	protein_coding	710	NSF
ENST00000465370	protein_coding	580	NSF
ENST00000396403	protein_coding	6153	ZNF813
ENST00000468450	protein_coding	535	ZNF813
ENST00000490956	protein_coding	559	ZNF813
ENST00000651530	protein_coding	3089	CAMK1G
ENST00000009105	protein_coding	2612	CAMK1G
ENST00000423146	protein_coding	808	CAMK1G
ENST00000361322	protein_coding	2456	CAMK1G
ENST00000320985	protein_coding	5423	ZEB1
ENST00000560721	protein_coding	3368	ZEB1
ENST00000558440	protein_coding	886	ZEB1
ENST00000424869	protein_coding	5937	ZEB1
ENST00000542815	protein_coding	3217	ZEB1
ENST00000561212	protein_coding	1500	ZEB1
ENST00000446923	protein_coding	6250	ZEB1
ENST00000358353	protein_coding	3316	CDHR5
ENST00000397542	protein_coding	3359	CDHR5
ENST00000349570	protein_coding	2318	CDHR5
ENST00000674088	protein_coding	2953	CDHR5
ENST00000526077	protein_coding	625	CDHR5
ENST00000534311	protein_coding	550	CDHR5
ENST00000531088	protein_coding	496	CDHR5
ENST00000282074	protein_coding	1342	SPC25
ENST00000451987	protein_coding	596	SPC25
ENST00000397677	protein_coding	3410	CHMP7
ENST00000313219	protein_coding	3367	CHMP7
ENST00000519984	protein_coding	666	CHMP7
ENST00000540853	protein_coding	1002	SLCO1B3
ENST00000381545	protein_coding	3013	SLCO1B3
