pb	tx_cat	pr_splice_cat	tx_subcat	pr_splice_subcat	tx_tss_diff	tx_tts_diff	tx_tss_gene_diff	tx_tts_gene_diff	pr_nterm_diff	pr_cterm_diff	pr_nterm_gene_diff	pr_cterm_gene_diff	tx_transcripts	pr_transcripts	tx_gene	pr_gene	tx_num_exons	pr_num_exons	is_nmd	num_junc_after_stop_codon	num_nt_after_stop_codon	tx_5hang	tx_3hang	pr_nhang	pr_chang
ENST00000372133.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372133.8	ENST00000372133.8	ENSG00000096080.12	ENSG00000096080.12	6	6	FALSE	0	575	0	0	0	0
ENST00000372116.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372116.5	ENST00000372116.5	ENSG00000096080.12	ENSG00000096080.12	5	5	FALSE	0	404	0	0	0	0
ENST00000372014.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372014.5	ENST00000372014.5	ENSG00000180992.7	ENSG00000180992.7	3	2	FALSE	0	522	0	0	0	0
ENST00000652680.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	-7555	0	ENST00000652680.1	novel	ENSG00000112759.19	ENSG00000112759.19	13	13	FALSE	0	552	0	0		
ENST00000371755.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000371755.9	ENST00000651428.1	ENSG00000112759.19	ENSG00000112759.19	13	12	FALSE	0	715	0	0	0	0
ENST00000371554.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000371554.2	ENST00000620073.4	ENSG00000096384.20	ENSG00000096384.20	12	11	FALSE	0	502	0	0	0	0
ENST00000393812.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000393812.4	ENST00000393812.4	ENSG00000157593.19	ENSG00000157593.19	4	4	FALSE	0	726	0	0	0	0
ENST00000619636.4	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	-23	1764	0	-905	ENST00000619636.4	ENST00000619636.4	ENSG00000157593.19	ENSG00000157593.19	4	2	TRUE	1	1958	0	0	23	-131
ENST00000371477.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000371477.4	ENST00000371477.4	ENSG00000096401.8	ENSG00000096401.8	16	16	FALSE	0	3835	0	0	0	0
ENST00000672327.1	full-splice_match	full-splice_match	multi-exon	multi-exon	95	0	-4	0	0	0	0	0	ENST00000672327.1	ENST00000672327.1	ENSG00000112782.19	ENSG00000112782.19	5	5	FALSE	0	1049	-95	0	0	0
ENST00000321037.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000321037.5	ENST00000321037.5	ENSG00000001561.7	ENSG00000001561.7	4	3	FALSE	0	3285	0	0	0	0
ENST00000230565.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000230565.3	ENST00000371383.7	ENSG00000112796.10	ENSG00000112796.10	4	3	FALSE	0	1113	0	0	0	0
ENST00000330430.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000330430.10	ENST00000330430.10	ENSG00000172348.16	ENSG00000172348.16	4	4	FALSE	0	2597	0	0	0	0
ENST00000275016.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000275016.3	ENST00000275016.3	ENSG00000146233.8	ENSG00000146233.8	12	12	FALSE	0	1025	0	0	0	0
ENST00000603501.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	11802	938	ENST00000603501.1	novel	ENSG00000153291.16	ENSG00000153291.16	2	2	FALSE	0	283	0	0		
ENST00000359314.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	118	0	-118	0	0	0	0	ENST00000359314.5	ENST00000359314.5	ENSG00000198087.7	ENSG00000198087.7	18	18	FALSE	0	3377	0	-118	0	0
ENST00000486693.1	full-splice_match	incomplete-splice_match	multi-exon	internal_fragment	0	0	0	0	129768	15067	129768	-15067	ENST00000486693.1	ENST00000359314.5	ENSG00000198087.7	ENSG00000198087.7	2	2	FALSE	0	497	0	0	-86	-147
ENST00000393655.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000393655.4	ENST00000393655.4	ENSG00000008196.13	ENSG00000008196.13	7	7	FALSE	0	4251	0	0	0	0
ENST00000635996.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000635996.1	ENST00000635996.1	ENSG00000096093.16	ENSG00000096093.16	10	10	FALSE	0	652	0	0	0	0
ENST00000636107.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000636107.1	ENST00000636107.1	ENSG00000096093.16	ENSG00000096093.16	10	10	FALSE	0	1784	0	0	0	0
ENST00000637892.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000637892.1	ENST00000480623.6	ENSG00000096093.16	ENSG00000096093.16	10	10	FALSE	0	958	0	0	0	0
ENST00000211314.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000211314.5	ENST00000211314.5	ENSG00000096092.6	ENSG00000096092.6	5	4	FALSE	0	691	0	0	0	0
ENST00000370882.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370882.1	ENST00000370882.1	ENSG00000137269.15	ENSG00000137269.15	5	5	FALSE	0	346	0	0	0	0
ENST00000370888.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370888.6	ENST00000370888.6	ENSG00000137269.15	ENSG00000137269.15	14	14	FALSE	0	1587	0	0	0	0
ENST00000466429.5	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	187	0	187	0	18141	0	6008	0	ENST00000466429.5	ENST00000651289.1	ENSG00000151914.22	ENSG00000151914.22	4	4	FALSE	0	950	-187	0	184	0
ENST00000521821.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	211569	0	162	ENST00000521821.1	ENST00000421834.6	ENSG00000151914.22	ENSG00000151914.22	6	6	FALSE	0	90	0	0	0	64
ENST00000650917.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	30110	0	162	ENST00000650917.1	ENST00000449297.6	ENSG00000151914.22	ENSG00000151914.22	9	9	FALSE	0	107	0	0	0	64
ENST00000370746.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370746.8	ENST00000370746.8	ENSG00000151917.18	ENSG00000151917.18	7	5	TRUE	1	1731	0	0	0	0
ENST00000370733.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370733.5	ENST00000370733.5	ENSG00000168116.14	ENSG00000168116.14	4	4	FALSE	0	428	0	0	0	0
ENST00000370706.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370706.9	ENST00000370706.9	ENSG00000112200.17	ENSG00000112200.17	15	15	FALSE	0	1905	0	0	0	0
ENST00000370708.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370708.8	ENST00000370708.8	ENSG00000112200.17	ENSG00000112200.17	4	4	FALSE	0	7801	0	0	0	0
ENST00000370710.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370710.10	ENST00000370711.9	ENSG00000112200.17	ENSG00000112200.17	4	4	FALSE	0	150	0	0	0	0
ENST00000491832.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	193	0	191	0	0	0	0	ENST00000491832.6	ENST00000491832.6	ENSG00000112200.17	ENSG00000112200.17	13	13	FALSE	0	316	0	-193	0	0
ENST00000504364.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	70850	0	32270	0	ENST00000504364.1	ENST00000357489.7	ENSG00000112200.17	ENSG00000112200.17	2	2	FALSE	0	663	0	0	-20	0
ENST00000370651.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370651.7	ENST00000370651.7	ENSG00000285976.2	ENSG00000285976.2	6	2	TRUE	4	4496	0	0	0	0
ENST00000489873.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	224	0	-224	0	155538	0	1071	ENST00000489873.1	ENST00000342421.9	ENSG00000188107.15	ENSG00000188107.15	5	2	FALSE	0	1444	0	-224	0	92
ENST00000649011.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000649011.1	ENST00000649011.1	ENSG00000168216.13	ENSG00000168216.13	17	17	FALSE	0	287	0	0	0	0
ENST00000649934.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000649934.3	ENST00000649934.3	ENSG00000168216.13	ENSG00000168216.13	16	16	FALSE	0	2280	0	0	0	0
ENST00000649057.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000649057.1	ENST00000649057.1	ENSG00000168216.13	ENSG00000168216.13	17	5	TRUE	11	1693	0	0	0	0
ENST00000683980.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	63	0	3	0	0	0	0	ENST00000683980.1	ENST00000683980.1	ENSG00000112280.18	ENSG00000112280.18	33	33	FALSE	0	830	0	-63	0	0
ENST00000684176.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	368	0	0	14243	0	-14051	0	ENST00000684176.1	ENST00000320755.12	ENSG00000112280.18	ENSG00000112280.18	32	22	FALSE	0	999	0	-368	-51	0
ENST00000644493.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000644493.1	ENST00000644493.1	ENSG00000112280.18	ENSG00000112280.18	33	5	TRUE	28	2212	0	0	0	0
ENST00000361499.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	103	0	-103	0	0	0	0	ENST00000361499.7	ENST00000361499.7	ENSG00000082269.17	ENSG00000082269.17	22	19	FALSE	0	982	0	-103	0	0
ENST00000418814.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000418814.7	ENST00000418814.7	ENSG00000082269.17	ENSG00000082269.17	22	19	FALSE	0	1670	0	0	0	0
ENST00000505675.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	128487	0	128487	0	ENST00000505675.1	ENST00000505769.5	ENSG00000082269.17	ENSG00000082269.17	2	2	FALSE	0	1385	0	0	-80	0
ENST00000370455.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000370455.8	ENST00000370455.8	ENSG00000112305.15	ENSG00000112305.15	11	11	FALSE	0	1813	0	0	0	0
ENST00000414192.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000414192.2	ENST00000414192.2	ENSG00000079841.19	ENSG00000079841.19	6	5	FALSE	0	1130	0	0	0	0
ENST00000681204.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	855	0	2	0	0	0	0	ENST00000681204.1	ENST00000681204.1	ENSG00000135297.17	ENSG00000135297.17	11	11	FALSE	0	994	0	-855	0	0
ENST00000287097.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000287097.6	ENST00000287097.6	ENSG00000156535.15	ENSG00000156535.15	33	33	FALSE	0	4696	0	0	0	0
ENST00000230461.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000230461.11	ENST00000230461.11	ENSG00000112697.17	ENSG00000112697.17	7	7	FALSE	0	3335	0	0	0	0
ENST00000475111.6	full-splice_match	full-splice_match	multi-exon	multi-exon	138	0	-18	0	0	0	0	0	ENST00000475111.6	ENST00000475111.6	ENSG00000112697.17	ENSG00000112697.17	6	6	FALSE	0	1678	-138	0	0	0
ENST00000327284.12	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000327284.12	ENST00000327284.12	ENSG00000112701.18	ENSG00000112701.18	15	15	FALSE	0	645	0	0	0	0
ENST00000369950.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369950.8	ENST00000369950.8	ENSG00000112706.12	ENSG00000112706.12	17	17	FALSE	0	1152	0	0	0	0
ENST00000611179.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000611179.4	ENST00000611179.4	ENSG00000112706.12	ENSG00000112706.12	16	16	FALSE	0	1167	0	0	0	0
ENST00000344726.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000344726.9	ENST00000344726.9	ENSG00000118418.14	ENSG00000118418.14	6	6	FALSE	0	575	0	0	0	0
ENST00000275036.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000275036.11	ENST00000275036.11	ENSG00000118418.14	ENSG00000118418.14	6	6	FALSE	0	600	0	0	0	0
ENST00000369816.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369816.5	ENST00000369816.5	ENSG00000118402.6	ENSG00000118402.6	6	6	FALSE	0	2071	0	0	0	0
ENST00000369798.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369798.7	ENST00000369798.7	ENSG00000112742.10	ENSG00000112742.10	22	21	FALSE	0	395	0	0	0	0
ENST00000610980.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000610980.4	ENST00000610980.4	ENSG00000005700.15	ENSG00000005700.15	28	27	FALSE	0	1739	0	0	0	0
ENST00000512866.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000512866.5	ENST00000512866.5	ENSG00000013375.16	ENSG00000013375.16	14	13	FALSE	0	315	0	0	0	0
ENST00000651425.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000651425.1	ENST00000651425.1	ENSG00000013375.16	ENSG00000013375.16	12	11	FALSE	0	483	0	0	0	0
ENST00000369705.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369705.4	ENST00000369705.4	ENSG00000065833.9	ENSG00000065833.9	14	14	FALSE	0	1622	0	0	0	0
ENST00000369681.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369681.10	ENST00000369681.10	ENSG00000065615.14	ENSG00000065615.14	16	16	FALSE	0	7642	0	0	0	0
ENST00000257776.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000257776.5	ENST00000257776.5	ENSG00000135324.6	ENSG00000135324.6	4	3	FALSE	0	1522	0	0	0	0
ENST00000487999.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	60365	0	60365	0	ENST00000487999.1	ENST00000257766.8	ENSG00000135315.12	ENSG00000135315.12	6	6	FALSE	0	211	0	0	-9	0
ENST00000257770.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000257770.8	ENST00000257770.8	ENSG00000135318.12	ENSG00000135318.12	9	9	FALSE	0	1840	0	0	0	0
ENST00000369646.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369646.7	ENST00000369646.7	ENSG00000135318.12	ENSG00000135318.12	3	3	FALSE	0	182	0	0	0	0
ENST00000369627.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369627.6	ENST00000369627.6	ENSG00000135317.14	ENSG00000135317.14	28	28	FALSE	0	300	0	0	0	0
ENST00000684647.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	722	0	-2	0	0	0	0	ENST00000684647.1	ENST00000684647.1	ENSG00000135317.14	ENSG00000135317.14	27	26	FALSE	0	552	0	-722	0	0
ENST00000683880.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	722	0	-2	0	0	0	0	ENST00000683880.1	ENST00000683880.1	ENSG00000135317.14	ENSG00000135317.14	28	4	TRUE	23	2877	0	-722	0	0
ENST00000678878.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000678878.1	ENST00000678878.1	ENSG00000135316.19	ENSG00000135316.19	12	11	FALSE	0	4744	0	0	0	0
ENST00000676542.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000676542.1	ENST00000677059.1	ENSG00000135316.19	ENSG00000135316.19	12	11	FALSE	0	523	0	0	0	0
ENST00000369622.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369622.8	ENST00000369622.8	ENSG00000135316.19	ENSG00000135316.19	11	10	FALSE	0	885	0	0	0	0
ENST00000678899.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000678899.1	ENST00000678899.1	ENSG00000135316.19	ENSG00000135316.19	10	8	FALSE	0	1735	0	0	0	0
ENST00000369577.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369577.8	ENST00000369577.8	ENSG00000188994.13	ENSG00000188994.13	8	8	FALSE	0	4172	0	0	0	0
ENST00000229570.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000229570.9	ENST00000608353.5	ENSG00000111850.11	ENSG00000111850.11	3	2	FALSE	0	2114	0	0	0	0
ENST00000369552.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369552.9	ENST00000369552.9	ENSG00000164414.19	ENSG00000164414.19	8	8	FALSE	0	843	0	0	0	0
ENST00000692843.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000692843.1	ENST00000692843.1	ENSG00000146282.19	ENSG00000146282.19	20	12	TRUE	8	750	0	0	0	0
ENST00000257789.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000257789.4	ENST00000257789.4	ENSG00000135336.16	ENSG00000135336.16	20	20	FALSE	0	365	0	0	0	0
ENST00000392844.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000392844.8	ENST00000392844.8	ENSG00000135336.16	ENSG00000135336.16	20	20	FALSE	0	365	0	0	0	0
ENST00000257787.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000257787.6	ENST00000257787.6	ENSG00000135334.9	ENSG00000135334.9	5	5	FALSE	0	1289	0	0	0	0
ENST00000369475.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369475.7	ENST00000369475.7	ENSG00000111880.16	ENSG00000111880.16	15	15	FALSE	0	3	0	0	0	0
ENST00000627296.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	65514	0	-65514	ENST00000627296.1	ENST00000369485.9	ENSG00000111880.16	ENSG00000111880.16	14	14	FALSE	0	394	0	0	0	117
ENST00000336032.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	325	0	-325	0	0	0	0	ENST00000336032.4	ENST00000336032.4	ENSG00000146278.11	ENSG00000146278.11	2	2	FALSE	0	786	0	-325	0	0
ENST00000452027.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000452027.3	ENST00000452027.3	ENSG00000154548.9	ENSG00000154548.9	5	5	FALSE	0	2806	0	0	0	0
ENST00000275072.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000275072.5	ENST00000275072.5	ENSG00000146281.6	ENSG00000146281.6	7	7	FALSE	0	3395	0	0	0	0
ENST00000435041.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000435041.3	ENST00000435041.3	ENSG00000198833.7	ENSG00000198833.7	8	8	FALSE	0	3210	0	0	0	0
ENST00000369415.9	full-splice_match	full-splice_match	multi-exon	multi-exon	78	0	78	0	0	0	0	0	ENST00000369415.9	ENST00000369415.9	ENSG00000025039.15	ENSG00000025039.15	7	7	FALSE	0	3645	-78	0	0	0
ENST00000517396.5	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	412	0	-412	989	-65	989	0	ENST00000517396.5	ENST00000520318.1	ENSG00000083099.11	ENSG00000083099.11	3	2	FALSE	0	2342	0	-412	-155	65
ENST00000479630.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	24419	0	24419	0	ENST00000479630.1	ENST00000369320.1	ENSG00000135341.18	ENSG00000135341.18	5	4	FALSE	0	1785	0	0	-33	0
ENST00000681287.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	1080	0	263	0	95946	0	53802	ENST00000681287.1	ENST00000681130.1	ENSG00000135333.15	ENSG00000135333.15	5	5	FALSE	0	690	0	-1080	0	23
ENST00000369297.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369297.1	ENST00000369297.1	ENSG00000135333.15	ENSG00000135333.15	3	3	FALSE	0	1048	0	0	0	0
ENST00000358812.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000358812.9	ENST00000358812.9	ENSG00000172469.17	ENSG00000172469.17	5	4	FALSE	0	3192	0	0	0	0
ENST00000369261.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369261.9	ENST00000369261.9	ENSG00000186231.17	ENSG00000186231.17	11	10	FALSE	0	1838	0	0	0	0
ENST00000498075.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	75	0	-20	NA	NA	0	-3120	ENST00000498075.1	novel	ENSG00000132424.17	ENSG00000132424.17	5	3	FALSE	0	673	0	-75		
ENST00000520429.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000520429.6	ENST00000520429.6	ENSG00000112237.13	ENSG00000112237.13	12	12	FALSE	0	1304	0	0	0	0
ENST00000518714.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000518714.5	ENST00000520371.5	ENSG00000112237.13	ENSG00000112237.13	12	12	FALSE	0	580	0	0	0	0
ENST00000369143.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369143.2	ENST00000369143.2	ENSG00000112249.14	ENSG00000112249.14	4	3	FALSE	0	3100	0	0	0	0
ENST00000262903.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000262903.9	ENST00000262903.9	ENSG00000085382.12	ENSG00000085382.12	24	24	FALSE	0	1848	0	0	0	0
ENST00000646025.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000646025.1	ENST00000646025.1	ENSG00000057663.16	ENSG00000057663.16	9	6	TRUE	2	1189	0	0	0	0
ENST00000635758.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000635758.2	ENST00000369070.5	ENSG00000057663.16	ENSG00000057663.16	7	2	TRUE	4	2903	0	0	0	0
ENST00000633556.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	1570	0	-1570	0	0	0	0	ENST00000633556.3	ENST00000633556.3	ENSG00000112297.18	ENSG00000112297.18	22	22	FALSE	0	2076	0	-1570	0	0
ENST00000369063.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000369063.8	ENST00000369063.8	ENSG00000130347.13	ENSG00000130347.13	9	9	FALSE	0	1705	0	0	0	0
ENST00000193322.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000193322.8	ENST00000193322.8	ENSG00000081087.15	ENSG00000081087.15	6	6	FALSE	0	3469	0	0	0	0
ENST00000368986.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000368986.9	ENST00000368986.9	ENSG00000112333.12	ENSG00000112333.12	9	9	FALSE	0	2089	0	0	0	0
ENST00000349379.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000349379.5	ENST00000349379.5	ENSG00000112335.15	ENSG00000112335.15	4	4	FALSE	0	470	0	0	0	0
ENST00000368977.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	216	0	-216	0	0	0	0	ENST00000368977.9	ENST00000368977.9	ENSG00000135537.17	ENSG00000135537.17	13	13	FALSE	0	3389	0	-216	0	0
ENST00000343882.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000343882.10	ENST00000343882.10	ENSG00000118689.15	ENSG00000118689.15	4	2	TRUE	1	5289	0	0	0	0
ENST00000512821.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000512821.5	ENST00000512821.5	ENSG00000135535.17	ENSG00000135535.17	6	6	FALSE	0	493	0	0	0	0
ENST00000258052.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000258052.8	ENST00000258052.8	ENSG00000135587.9	ENSG00000135587.9	10	10	FALSE	0	415	0	0	0	0
ENST00000285397.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000285397.9	ENST00000285397.9	ENSG00000155085.16	ENSG00000155085.16	12	11	FALSE	0	1303	0	0	0	0
ENST00000230124.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000230124.8	ENST00000230124.8	ENSG00000112367.12	ENSG00000112367.12	23	23	FALSE	0	304	0	0	0	0
ENST00000674614.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	932	0	-932	0	0	0	0	ENST00000674614.1	ENST00000674657.1	ENSG00000112367.12	ENSG00000112367.12	5	5	FALSE	0	2156	0	-932	0	0
ENST00000392587.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000392587.6	ENST00000392589.6	ENSG00000112290.13	ENSG00000112290.13	9	8	FALSE	0	998	0	0	0	0
ENST00000307731.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000307731.2	ENST00000368932.5	ENSG00000168438.15	ENSG00000168438.15	15	15	FALSE	0	2122	0	0	0	0
ENST00000368923.8	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_junctions	0	0	0	0	NA	NA	0	0	ENST00000368923.8	novel	ENSG00000203797.12	ENSG00000203797.12	4	4	FALSE	0	1023	0	0		
ENST00000368924.9	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_junctions	0	0	0	0	NA	NA	0	0	ENST00000368924.9	novel	ENSG00000203797.12	ENSG00000203797.12	5	5	FALSE	0	1023	0	0		
