ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
TCONS_00000784_ORF_1_ORF_3	1195	+	1	1066	1194	129	1.113	0.161922680008739	0.16362605439868
TCONS_00000784_ORF_1_ORF_4	1195	+	3	282	389	108	1.2744	-0.125468504839282	0.045043714569867
TCONS_00000784_ORF_1_ORF_5	1195	+	2	1091	1195	105	0.8162	-0.212526118498535	0.00551157368221673
TCONS_00000784_ORF_1_ORF_6	1195	+	3	756	806	51	1.2746	-0.31405585413864	0.00788053113810751
TCONS_00000866_ORF_1_ORF_1	7301	+	1	4504	4944	441	1.2473	0.448016836314268	0.976416907729805
TCONS_00000866_ORF_1_ORF_2	7301	+	2	6068	6466	399	0.753	-0.0743070253098729	0.165195237528668
TCONS_00000866_ORF_1_ORF_3	7301	+	3	3822	4121	300	0.601	-0.299919844930678	0.0097497679285264
TCONS_00000866_ORF_1_ORF_4	7301	+	3	5361	5579	219	0.6302	0.0503707481775007	0.0355502716201619
TCONS_00000866_ORF_1_ORF_5	7301	+	1	5968	6180	213	0.6629	0.029535348594293	0.0328802766215124
TCONS_00000866_ORF_1_ORF_6	7301	+	3	1827	2021	195	0.6957	-0.16393184865396	0.00952961956958885
TCONS_00000866_ORF_1_ORF_7	7301	+	3	1647	1820	174	1.0031	-0.0530137303760098	0.04125006417487
TCONS_00000866_ORF_1_ORF_8	7301	+	1	4222	4392	171	0.7592	-0.583108713574794	0.000718900567003626
TCONS_00000866_ORF_1_ORF_9	7301	+	3	2745	2903	159	0.5827	-0.236838002184759	0.00279122012266228
TCONS_00000866_ORF_1_ORF_10	7301	+	2	32	184	153	0.8792	-0.058807508945552	0.0209758548784634
TCONS_00000866_ORF_1_ORF_11	7301	+	3	3501	3641	141	0.5329	-0.171174469137377	0.00286286161896879
TCONS_00000866_ORF_1_ORF_12	7301	+	1	769	906	138	0.7141	-0.257580326941099	0.00305981130251773
TCONS_00000866_ORF_1_ORF_13	7301	+	1	1954	2085	132	0.7536	0.0419196958559789	0.0198431753767631
TCONS_00000866_ORF_1_ORF_14	7301	+	1	2257	2388	132	0.4209	-0.328871863095757	0.000677250912185707
TCONS_00000866_ORF_1_ORF_15	7301	+	1	3694	3822	129	0.7168	-0.347479138279263	0.00162073852290343
TCONS_00000866_ORF_1_ORF_16	7301	+	2	2204	2332	129	1.078	-0.39558402818355	0.0041933741129016
TCONS_00000866_ORF_1_ORF_17	7301	+	1	7	129	123	0.8686	-0.171100900314933	0.00741515924349682
TCONS_00000866_ORF_1_ORF_18	7301	+	2	1841	1957	117	0.9559	0.0852260188605586	0.0427984308133581
TCONS_00000866_ORF_1_ORF_19	7301	+	2	2393	2503	111	0.6336	-0.456008248596362	0.000515415790500137
TCONS_00000866_ORF_1_ORF_20	7301	+	2	4934	5041	108	0.9806	0.0825843310540118	0.041523389160801
TCONS_00000866_ORF_1_ORF_21	7301	+	1	6964	7068	105	0.8589	-0.162022833798935	0.00620290053807581
TCONS_00000866_ORF_1_ORF_22	7301	+	2	7175	7279	105	0.4363	-0.404968067650217	0.000332829069392572
TCONS_00000866_ORF_1_ORF_23	7301	+	1	4093	4194	102	0.8615	-0.139088007015961	0.0069506719701641
TCONS_00000866_ORF_1_ORF_24	7301	+	1	3202	3291	90	0.7221	0.0245604397845492	0.010114018948555
TCONS_00000866_ORF_1_ORF_25	7301	+	2	5609	5698	90	0.8285	-0.0218885182813548	0.0110004951886464
TCONS_00000866_ORF_1_ORF_26	7301	+	2	7022	7102	81	0.8951	-0.119076864901773	0.00696666161589245
TCONS_00000866_ORF_1_ORF_27	7301	+	2	551	628	78	0.8668	-0.713138507130158	0.000167279633957301
TCONS_00000866_ORF_1_ORF_28	7301	+	1	4426	4500	75	1.1337	0.0660499619192918	0.0439037160063235
TCONS_00000866_ORF_1_ORF_29	7301	+	3	462	536	75	0.8867	-0.0181075907286844	0.0116238790581091
TCONS_00000866_ORF_1_ORF_30	7301	+	3	7095	7160	66	0.7645	-0.686337035003363	0.000120959126481417
TCONS_00000866_ORF_1_ORF_31	7301	+	1	2713	2775	63	0.9095	-0.58311756523683	0.000360630297103527
TCONS_00000866_ORF_1_ORF_32	7301	+	3	1242	1301	60	0.7263	-0.339810125965097	0.000811410463946683
TCONS_00000866_ORF_1_ORF_33	7301	+	3	6387	6443	57	0.7771	-0.175939797236448	0.00252254399689926
TCONS_00000866_ORF_1_ORF_34	7301	+	2	2603	2656	54	0.6248	-0.613469547009922	0.00010167979618392
TCONS_00000866_ORF_1_ORF_35	7301	+	1	1663	1713	51	0.8973	-0.223040051378345	0.00268186842661827
TCONS_00000866_ORF_1_ORF_36	7301	+	3	5067	5117	51	0.8575	-0.25630467718802	0.00191215129070108
TCONS_00000865_ORF_4_ORF_1	2909	+	2	1676	2074	399	0.753	-0.0743070253098729	0.20112933938
TCONS_00000865_ORF_4_ORF_2	2909	+	3	969	1187	219	0.6302	0.0503707481775007	0.044796647864327
TCONS_00000865_ORF_4_ORF_3	2909	+	1	1576	1788	213	0.6629	0.029535348594293	0.041462060437097
TCONS_00000865_ORF_4_ORF_4	2909	+	1	397	552	156	1.1499	0.465688352698576	0.633470061107844
TCONS_00000865_ORF_4_ORF_5	2909	+	2	542	649	108	0.9806	0.0825843310540118	0.0522391828532789
TCONS_00000865_ORF_4_ORF_6	2909	+	1	2572	2676	105	0.8589	-0.162022833798935	0.00787858576649111
TCONS_00000865_ORF_4_ORF_7	2909	+	2	2783	2887	105	0.4363	-0.404968067650217	0.000423416955264797
TCONS_00000865_ORF_4_ORF_8	2909	+	2	1217	1306	90	0.8285	-0.0218885182813548	0.0139540307057304
TCONS_00000865_ORF_4_ORF_9	2909	+	2	2630	2710	81	0.8951	-0.119076864901773	0.00884683667804193
TCONS_00000865_ORF_4_ORF_10	2909	+	3	2703	2768	66	0.7645	-0.686337035003363	0.00015389010254658
TCONS_00000865_ORF_4_ORF_11	2909	+	3	1995	2051	57	0.7771	-0.175939797236448	0.00320720633596428
TCONS_00000865_ORF_4_ORF_12	2909	+	3	675	725	51	0.8575	-0.25630467718802	0.0024315462829507
TCONS_00000864_ORF_1_ORF_1	3676	+	2	443	1234	792	1.127	0.41242631167326	0.999267546952022
TCONS_00000864_ORF_1_ORF_2	3676	+	1	2443	2841	399	0.753	-0.0743070253098729	0.194456852699403
TCONS_00000864_ORF_1_ORF_3	3676	+	2	1736	1954	219	0.6302	0.0503707481775007	0.0430311516180466
TCONS_00000864_ORF_1_ORF_4	3676	+	3	2343	2555	213	0.6629	0.029535348594293	0.039822505839115
TCONS_00000864_ORF_1_ORF_5	3676	+	3	1116	1319	204	1.1595	0.541537710957503	0.82280373604211
TCONS_00000864_ORF_1_ORF_6	3676	+	3	651	791	141	1.2993	-0.377437281174123	0.0138701069123716
TCONS_00000864_ORF_1_ORF_7	3676	+	1	217	351	135	0.6157	-0.117175005082032	0.00600988980859678
TCONS_00000864_ORF_1_ORF_8	3676	+	1	1309	1416	108	0.9806	0.0825843310540118	0.0501957802113676
TCONS_00000864_ORF_1_ORF_9	3676	+	1	3550	3654	105	0.4363	-0.404968067650217	0.000405986233427332
TCONS_00000864_ORF_1_ORF_10	3676	+	3	3339	3443	105	0.8589	-0.162022833798935	0.00755656972335976
TCONS_00000864_ORF_1_ORF_11	3676	+	1	1984	2073	90	0.8285	-0.0218885182813548	0.0133870477967978
TCONS_00000864_ORF_1_ORF_12	3676	+	1	3397	3477	81	0.8951	-0.119076864901773	0.00848558445901435
TCONS_00000864_ORF_1_ORF_13	3676	+	2	134	211	78	0.8762	-0.148872874289913	0.00642961613389577
TCONS_00000864_ORF_1_ORF_14	3676	+	2	3470	3535	66	0.7645	-0.686337035003363	0.000147553301330328
TCONS_00000864_ORF_1_ORF_15	3676	+	2	2762	2818	57	0.7771	-0.175939797236448	0.00307552851265303
TCONS_00000864_ORF_1_ORF_16	3676	+	2	1442	1492	51	0.8575	-0.25630467718802	0.00233164013356145
TCONS_00000850_ORF_1_ORF_1	4783	+	3	99	2426	2328	1.315	0.585095624555334	0.999999999995082
TCONS_00000850_ORF_1_ORF_2	4783	+	1	3550	3948	399	0.753	-0.0743070253098729	0.185124813608167
TCONS_00000850_ORF_1_ORF_3	4783	+	2	2843	3061	219	0.6302	0.0503707481775007	0.0405998156763894
TCONS_00000850_ORF_1_ORF_4	4783	+	3	3450	3662	213	0.6629	0.029535348594293	0.037565347428062
TCONS_00000850_ORF_1_ORF_5	4783	+	1	979	1122	144	1.1557	-0.319465117223735	0.0117230106218713
TCONS_00000850_ORF_1_ORF_6	4783	+	1	1846	1986	141	1.2993	-0.377437281174123	0.0130639287415289
TCONS_00000850_ORF_1_ORF_7	4783	+	1	1396	1533	138	1.3048	-0.437742853627683	0.0089660352250759
TCONS_00000850_ORF_1_ORF_8	4783	+	1	2416	2523	108	0.9806	0.0825843310540118	0.0473796725308357
TCONS_00000850_ORF_1_ORF_9	4783	+	1	4657	4761	105	0.4363	-0.404968067650217	0.000382085702883817
TCONS_00000850_ORF_1_ORF_10	4783	+	3	4446	4550	105	0.8589	-0.162022833798935	0.00711470841452073
TCONS_00000850_ORF_1_ORF_11	4783	+	1	3091	3180	90	0.8285	-0.0218885182813548	0.0126085876868202
TCONS_00000850_ORF_1_ORF_12	4783	+	1	4504	4584	81	0.8951	-0.119076864901773	0.00798983746982365
TCONS_00000850_ORF_1_ORF_13	4783	+	1	391	468	78	1.3207	-0.160163486907272	0.0256472769469956
TCONS_00000850_ORF_1_ORF_14	4783	+	2	4577	4642	66	0.7645	-0.686337035003363	0.000138864680962323
TCONS_00000850_ORF_1_ORF_15	4783	+	1	781	843	63	1.0961	-0.208812027353631	0.00758024787576713
TCONS_00000850_ORF_1_ORF_16	4783	+	2	3869	3925	57	0.7771	-0.175939797236448	0.00289492637462311
TCONS_00000850_ORF_1_ORF_17	4783	+	2	2549	2599	51	0.8575	-0.25630467718802	0.00219462467616402
TCONS_00000783_ORF_1_ORF_1	1285	+	3	99	1145	1047	1.2706	0.548754485630045	0.999990116793144
TCONS_00000783_ORF_1_ORF_2	1285	+	1	937	1251	315	0.8899	-0.159631785126395	0.0931439107152072
TCONS_00000783_ORF_1_ORF_3	1285	+	2	1142	1285	144	0.8901	0.102213709699081	0.0691825616163727
TCONS_00000783_ORF_1_ORF_4	1285	+	3	1167	1283	117	0.7252	-0.201495100603408	0.00490388065112331
TCONS_00000783_ORF_1_ORF_5	1285	+	1	313	420	108	1.2744	-0.125468504839282	0.0448319205299523
TCONS_00000783_ORF_1_ORF_6	1285	+	1	832	882	51	1.2746	-0.31405585413864	0.00784204218968059
TCONS_00000853_ORF_1_ORF_1	3492	+	2	695	1135	441	1.2473	0.448016836314268	0.98077651603105
TCONS_00000853_ORF_1_ORF_2	3492	+	3	2259	2657	399	0.753	-0.0743070253098729	0.196042094019793
TCONS_00000853_ORF_1_ORF_3	3492	+	1	13	312	300	0.601	-0.299919844930678	0.0119871335396718
TCONS_00000853_ORF_1_ORF_4	3492	+	1	1552	1770	219	0.6302	0.0503707481775007	0.0434485301754462
TCONS_00000853_ORF_1_ORF_5	3492	+	2	2159	2371	213	0.6629	0.029535348594293	0.0402100699867098
TCONS_00000853_ORF_1_ORF_6	3492	+	2	413	583	171	0.7592	-0.583108713574794	0.000885726694760199
TCONS_00000853_ORF_1_ORF_7	3492	+	3	1125	1232	108	0.9806	0.0825843310540118	0.0506789715394741
TCONS_00000853_ORF_1_ORF_8	3492	+	2	3155	3259	105	0.8589	-0.162022833798935	0.00763260865394435
TCONS_00000853_ORF_1_ORF_9	3492	+	3	3366	3470	105	0.4363	-0.404968067650217	0.000410101253778358
TCONS_00000853_ORF_1_ORF_10	3492	+	2	284	385	102	0.8615	-0.139088007015961	0.00855125107106718
TCONS_00000853_ORF_1_ORF_11	3492	+	3	1800	1889	90	0.8285	-0.0218885182813548	0.0135209573307428
TCONS_00000853_ORF_1_ORF_12	3492	+	3	3213	3293	81	0.8951	-0.119076864901773	0.00857089098333037
TCONS_00000853_ORF_1_ORF_13	3492	+	2	617	691	75	1.1337	0.0660499619192918	0.0535548162356568
TCONS_00000853_ORF_1_ORF_14	3492	+	1	3286	3351	66	0.7645	-0.686337035003363	0.000149049271783671
TCONS_00000853_ORF_1_ORF_15	3492	+	1	2578	2634	57	0.7771	-0.175939797236448	0.00310661755124613
TCONS_00000853_ORF_1_ORF_16	3492	+	1	1258	1308	51	0.8575	-0.25630467718802	0.00235522732732266
TCONS_00000868_ORF_1_ORF_1	4441	+	2	107	2125	2019	0.7	0.0360877530420008	0.99999996430355
TCONS_00000868_ORF_1_ORF_2	4441	+	2	2204	2332	129	0.9363	-0.499402919644475	0.00160713212441067
TCONS_00000868_ORF_1_ORF_3	4441	+	3	1386	1511	126	0.4151	-0.170648812463581	0.0018944071369213
TCONS_00000868_ORF_1_ORF_4	4441	+	3	435	554	120	0.8777	-0.0649143775824834	0.0163379194932826
TCONS_00000868_ORF_1_ORF_5	4441	+	3	228	326	99	0.7059	-0.513007420190965	0.0004786253172279
TCONS_00000868_ORF_1_ORF_6	4441	+	1	580	675	96	1.0925	-0.29474315858117	0.00655784577906861
TCONS_00000868_ORF_1_ORF_7	4441	+	3	4062	4145	84	0.6903	-0.466146103103924	0.00050961798222099
TCONS_00000868_ORF_1_ORF_8	4441	+	2	3866	3946	81	1.0404	-0.321916230704361	0.00393923336632606
TCONS_00000868_ORF_1_ORF_9	4441	+	2	2927	3004	78	0.955	-0.413937782958497	0.00162732992257775
TCONS_00000868_ORF_1_ORF_10	4441	+	3	2643	2717	75	0.4064	-0.274596581698607	0.00055371540246738
TCONS_00000868_ORF_1_ORF_11	4441	+	3	2910	2984	75	0.8695	-0.108753862270465	0.00742431942364024
TCONS_00000868_ORF_1_ORF_12	4441	+	2	2777	2848	72	0.8227	-0.363753715388499	0.00130813648410971
TCONS_00000868_ORF_1_ORF_13	4441	+	3	78	149	72	1.0207	-0.207563133836452	0.00664320373516661
TCONS_00000868_ORF_1_ORF_14	4441	+	3	2421	2489	69	0.9225	-0.0528823514686112	0.0116477584129487
TCONS_00000868_ORF_1_ORF_15	4441	+	1	121	186	66	1.0568	-0.152403054266999	0.00980069381201616
TCONS_00000868_ORF_1_ORF_16	4441	+	1	2431	2496	66	0.9101	0.0477520184283487	0.0197132017685713
TCONS_00000868_ORF_1_ORF_17	4441	+	1	4381	4440	60	0.9645	-0.414066484425891	0.00137407483948139
TCONS_00000868_ORF_1_ORF_18	4441	+	3	1107	1166	60	0.8616	-0.351948099169779	0.00140493005136457
TCONS_00000868_ORF_1_ORF_19	4441	+	3	1881	1940	60	0.9363	-0.00271885909348537	0.0149256062160901
TCONS_00000868_ORF_1_ORF_20	4441	+	3	2115	2174	60	0.7664	-0.296168939213785	0.00141947309564594
TCONS_00000868_ORF_1_ORF_21	4441	+	3	594	650	57	0.886	-0.292750850167506	0.00211498757685405
TCONS_00000868_ORF_1_ORF_22	4441	+	3	687	740	54	0.661	-0.168525408689933	0.00200134703449416
TCONS_00000868_ORF_1_ORF_23	4441	+	3	3579	3632	54	0.702	-0.622226734467287	0.000147168920031686
TCONS_00000851_ORF_1_ORF_1	3540	+	3	210	674	465	1.202	0.486723402067799	0.986303353881151
TCONS_00000851_ORF_1_ORF_2	3540	+	3	2307	2705	399	0.753	-0.0743070253098729	0.195627612944047
TCONS_00000851_ORF_1_ORF_3	3540	+	3	720	1055	336	0.6667	-0.0392002067574238	0.0994693491230918
TCONS_00000851_ORF_1_ORF_4	3540	+	1	1600	1818	219	0.6302	0.0503707481775007	0.0433392777083293
TCONS_00000851_ORF_1_ORF_5	3540	+	2	2207	2419	213	0.6629	0.029535348594293	0.0401086192649346
TCONS_00000851_ORF_1_ORF_6	3540	+	2	1028	1183	156	1.1499	0.465688352698576	0.625400314195157
TCONS_00000851_ORF_1_ORF_7	3540	+	1	418	558	141	1.2993	-0.377437281174123	0.0139724730715923
TCONS_00000851_ORF_1_ORF_8	3540	+	3	1173	1280	108	0.9806	0.0825843310540118	0.0505524987874214
TCONS_00000851_ORF_1_ORF_9	3540	+	2	3203	3307	105	0.8589	-0.162022833798935	0.00761269951792973
TCONS_00000851_ORF_1_ORF_10	3540	+	3	3414	3518	105	0.4363	-0.404968067650217	0.000409023767758168
TCONS_00000851_ORF_1_ORF_11	3540	+	3	1848	1937	90	0.8285	-0.0218885182813548	0.0134858975689996
TCONS_00000851_ORF_1_ORF_12	3540	+	3	3261	3341	81	0.8951	-0.119076864901773	0.00854855548527203
TCONS_00000851_ORF_1_ORF_13	3540	+	1	3334	3399	66	0.7645	-0.686337035003363	0.00014865756281736
TCONS_00000851_ORF_1_ORF_14	3540	+	1	2626	2682	57	0.7771	-0.175939797236448	0.00309847729134739
TCONS_00000851_ORF_1_ORF_15	3540	+	1	1306	1356	51	0.8575	-0.25630467718802	0.00234905129341335
TCONS_00000852_ORF_1_ORF_1	3588	+	2	443	1231	789	1.3063	0.555489695682751	0.999829374000554
TCONS_00000852_ORF_1_ORF_2	3588	+	3	2355	2753	399	0.753	-0.0743070253098729	0.195213795399796
TCONS_00000852_ORF_1_ORF_3	3588	+	1	1648	1866	219	0.6302	0.0503707481775007	0.0432302875438171
TCONS_00000852_ORF_1_ORF_4	3588	+	2	2255	2467	213	0.6629	0.029535348594293	0.0400074138357411
TCONS_00000852_ORF_1_ORF_5	3588	+	3	651	791	141	1.2993	-0.377437281174123	0.0139362590721207
TCONS_00000852_ORF_1_ORF_6	3588	+	1	217	351	135	0.6157	-0.117175005082032	0.00603878297761008
TCONS_00000852_ORF_1_ORF_7	3588	+	3	1221	1328	108	0.9806	0.0825843310540118	0.0504263248912903
TCONS_00000852_ORF_1_ORF_8	3588	+	2	3251	3355	105	0.8589	-0.162022833798935	0.00759284191618918
TCONS_00000852_ORF_1_ORF_9	3588	+	3	3462	3566	105	0.4363	-0.404968067650217	0.000407949111532571
TCONS_00000852_ORF_1_ORF_10	3588	+	3	1896	1985	90	0.8285	-0.0218885182813548	0.0134509274774288
TCONS_00000852_ORF_1_ORF_11	3588	+	3	3309	3389	81	0.8951	-0.119076864901773	0.00852627769231814
TCONS_00000852_ORF_1_ORF_12	3588	+	2	134	211	78	0.8762	-0.148872874289913	0.0064605140654306
TCONS_00000852_ORF_1_ORF_13	3588	+	1	3382	3447	66	0.7645	-0.686337035003363	0.000148266883129218
TCONS_00000852_ORF_1_ORF_14	3588	+	1	2674	2730	57	0.7771	-0.175939797236448	0.00309035829522282
TCONS_00000852_ORF_1_ORF_15	3588	+	1	1354	1404	51	0.8575	-0.25630467718802	0.00234289141667817
TCONS_00000781_ORF_2_ORF_1	452	+	2	104	418	315	0.8899	-0.159631785126395	0.0970743010444867
TCONS_00000781_ORF_2_ORF_2	452	+	1	46	312	267	1.1474	0.484135969486306	0.883605745232194
TCONS_00000781_ORF_2_ORF_3	452	+	3	309	452	144	0.8901	0.102213709699081	0.0721823351958471
TCONS_00000781_ORF_2_ORF_4	452	+	1	334	450	117	0.7252	-0.201495100603408	0.00513188052482755
TCONS_00000782_ORF_1_ORF_1	1250	+	1	64	1110	1047	1.2706	0.548754485630045	0.99999013574158
TCONS_00000782_ORF_1_ORF_2	1250	+	2	902	1216	315	0.8899	-0.159631785126395	0.0933061396616552
TCONS_00000782_ORF_1_ORF_3	1250	+	3	1107	1250	144	0.8901	0.102213709699081	0.0693062465050039
TCONS_00000782_ORF_1_ORF_4	1250	+	1	1132	1248	117	0.7252	-0.201495100603408	0.00491325441561854
TCONS_00000782_ORF_1_ORF_5	1250	+	2	278	385	108	1.2744	-0.125468504839282	0.0449141718637768
TCONS_00000782_ORF_1_ORF_6	1250	+	2	797	847	51	1.2746	-0.31405585413864	0.00785698790332516
TCONS_00000845_ORF_1_ORF_1	808	+	3	72	704	633	1.1892	0.244812347338508	0.991789183633943
TCONS_00000845_ORF_1_ORF_2	808	+	1	343	573	231	1.098	0.0227312718313479	0.203351962836026
TCONS_00000845_ORF_1_ORF_3	808	+	1	712	777	66	0.8182	-0.0479261681059989	0.00990509908452761
TCONS_00000845_ORF_1_ORF_4	808	+	1	238	300	63	1.0248	-0.0980298337551828	0.0143412217648376
TCONS_00000845_ORF_1_ORF_5	808	+	2	749	808	60	0.9614	-0.219628394523765	0.00537728538722096
TCONS_00000875_ORF_1_ORF_1	1272	+	1	82	477	396	0.9824	0.22236130743069	0.780398557034788
TCONS_00000875_ORF_1_ORF_2	1272	+	1	787	1062	276	1.0884	0.194055222816105	0.52973573656259
TCONS_00000875_ORF_1_ORF_3	1272	+	2	701	931	231	1.098	0.0227312718313479	0.199261499139182
TCONS_00000875_ORF_1_ORF_4	1272	+	2	281	388	108	1.0814	-0.16027550566168	0.0191751951408753
TCONS_00000875_ORF_1_ORF_5	1272	+	3	1107	1181	75	0.8229	-0.36015571112179	0.00164561224560771
TCONS_00000875_ORF_1_ORF_6	1272	+	2	1070	1135	66	0.8182	-0.0479261681059989	0.00965867838405367
TCONS_00000875_ORF_1_ORF_7	1272	+	2	596	658	63	1.0248	-0.0980298337551828	0.0139859974401666
TCONS_00000870_ORF_1_ORF_1	2277	+	2	248	2197	1950	0.7291	0.0967451803317877	0.999999957053422
TCONS_00000870_ORF_1_ORF_2	2277	+	3	1902	2039	138	0.3985	-0.110427482369518	0.00331549335654928
TCONS_00000870_ORF_1_ORF_3	2277	+	3	951	1070	120	0.8777	-0.0649143775824834	0.0183584045700586
TCONS_00000870_ORF_1_ORF_4	2277	+	1	2176	2277	102	0.6211	-0.218817269093599	0.002475119578229
TCONS_00000870_ORF_1_ORF_5	2277	+	3	744	842	99	0.7059	-0.513007420190965	0.000538890643158226
TCONS_00000870_ORF_1_ORF_6	2277	+	1	607	702	96	1.0024	-0.184188365788769	0.0105442768911121
TCONS_00000870_ORF_1_ORF_7	2277	+	1	1096	1191	96	1.0925	-0.29474315858117	0.00737791606307733
TCONS_00000870_ORF_1_ORF_8	2277	+	3	1623	1682	60	0.8616	-0.351948099169779	0.00158164496445477
TCONS_00000870_ORF_1_ORF_9	2277	+	3	1110	1166	57	0.886	-0.292750850167506	0.00238080201187372
TCONS_00000870_ORF_1_ORF_10	2277	+	3	1203	1256	54	0.661	-0.168525408689933	0.00225291122128731
TCONS_00000870_ORF_1_ORF_11	2277	+	3	2163	2213	51	1.0031	-0.286262606448643	0.00346343448320661
TCONS_00001012_ORF_1_ORF_1	7024	+	3	570	2969	2400	0.844	-0.0323296229804166	0.999999999465858
TCONS_00001012_ORF_1_ORF_2	7024	+	3	5478	5642	165	0.9129	-0.269878170307762	0.0077030378213846
TCONS_00001012_ORF_1_ORF_3	7024	+	1	1774	1929	156	0.58	-0.40964998741963	0.000953102369165634
TCONS_00001012_ORF_1_ORF_4	7024	+	1	2728	2880	153	1.1776	-0.0844212609410107	0.0495105187007966
TCONS_00001012_ORF_1_ORF_5	7024	+	1	3382	3528	147	0.7228	-0.252316470695372	0.00365307579282833
TCONS_00001012_ORF_1_ORF_6	7024	+	3	3165	3305	141	0.7842	-0.440961697535526	0.0013467033995501
TCONS_00001012_ORF_1_ORF_7	7024	+	2	8	133	126	0.6896	-0.240879669795815	0.00276343235256313
TCONS_00001012_ORF_1_ORF_8	7024	+	1	2926	3042	117	0.5799	-0.392383716718087	0.000684096178304878
TCONS_00001012_ORF_1_ORF_9	7024	+	3	5781	5894	114	1.0624	-0.389113533232112	0.0035502260295694
TCONS_00001012_ORF_1_ORF_10	7024	+	1	3766	3876	111	0.5422	-0.380738376983978	0.000602906249538175
TCONS_00001012_ORF_1_ORF_11	7024	+	3	3318	3428	111	0.7854	-0.515066820215333	0.000617054366635364
TCONS_00001012_ORF_1_ORF_12	7024	+	1	1456	1563	108	0.879	-0.463917114065446	0.00112319514217311
TCONS_00001012_ORF_1_ORF_13	7024	+	1	3052	3159	108	0.4409	-0.333714469284105	0.000546978772628499
TCONS_00001012_ORF_1_ORF_14	7024	+	2	2612	2719	108	1.1308	-0.272348428425656	0.00849315687374788
TCONS_00001012_ORF_1_ORF_15	7024	+	2	5894	6001	108	0.7835	-0.50151452508422	0.000643586592856741
TCONS_00001012_ORF_1_ORF_16	7024	+	1	985	1080	96	0.9826	0.0647877304234075	0.0335934284063307
TCONS_00001012_ORF_1_ORF_17	7024	+	1	3907	4002	96	0.9119	-0.681367771007708	0.000294232351554243
TCONS_00001012_ORF_1_ORF_18	7024	+	2	6113	6208	96	0.8772	-0.325688286360884	0.00225555290208007
TCONS_00001012_ORF_1_ORF_19	7024	+	3	3027	3110	84	0.8724	-0.433527339250649	0.00100949065850776
TCONS_00001012_ORF_1_ORF_20	7024	+	3	6306	6386	81	0.3916	-0.473267933751485	0.000146341856357644
TCONS_00001012_ORF_1_ORF_21	7024	+	1	6460	6531	72	0.8601	-0.553822460641576	0.000407958389876609
TCONS_00001012_ORF_1_ORF_22	7024	+	3	6876	6947	72	0.9557	-0.515804449631446	0.00071416355003128
TCONS_00001012_ORF_1_ORF_23	7024	+	1	2551	2619	69	1.2353	-0.518982635550575	0.00177406682088701
TCONS_00001012_ORF_1_ORF_24	7024	+	1	4222	4290	69	0.5352	-0.850511390121385	2.1276705228039e-05
TCONS_00001012_ORF_1_ORF_25	7024	+	1	286	351	66	0.641	-0.0348102713655685	0.00416514683539039
TCONS_00001012_ORF_1_ORF_26	7024	+	2	3014	3073	60	1.0175	-0.413195245155795	0.00143917953039577
TCONS_00001012_ORF_1_ORF_27	7024	+	3	4902	4961	60	0.8582	-0.187946053471518	0.00325435425643576
TCONS_00001012_ORF_1_ORF_28	7024	+	3	6789	6848	60	1.0614	-0.700002378229594	0.000294088419133193
TCONS_00001012_ORF_1_ORF_29	7024	+	1	6286	6342	57	0.8115	-0.565670222871944	0.000271525620266944
TCONS_00001012_ORF_1_ORF_30	7024	+	2	2237	2293	57	0.9667	-0.307088550283009	0.00222219128547221
TCONS_00001012_ORF_1_ORF_31	7024	+	1	121	174	54	0.5834	-0.86600549282967	1.93352260451736e-05
TCONS_00001012_ORF_1_ORF_32	7024	+	1	3559	3612	54	0.7163	-0.770888037931615	5.44466487315431e-05
TCONS_00001012_ORF_1_ORF_33	7024	+	1	1981	2031	51	0.841	-0.153187464472599	0.003423854135407
TCONS_00001004_ORF_1_ORF_1	5423	+	3	222	3509	3288	0.9279	0.0221434480955424	1
TCONS_00001004_ORF_1_ORF_2	5423	+	1	475	645	171	1.2567	0.0740787887749058	0.192922172480429
TCONS_00001004_ORF_1_ORF_3	5423	+	1	2275	2430	156	0.58	-0.40964998741963	0.0010404616055835
TCONS_00001004_ORF_1_ORF_4	5423	+	1	3229	3381	153	1.1776	-0.0844212609410107	0.0538088288556478
TCONS_00001004_ORF_1_ORF_5	5423	+	1	1957	2064	108	0.879	-0.463917114065446	0.0012261255686906
TCONS_00001004_ORF_1_ORF_6	5423	+	2	3113	3220	108	1.1308	-0.272348428425656	0.0092652113426121
TCONS_00001004_ORF_1_ORF_7	5423	+	1	1486	1581	96	0.9826	0.0647877304234075	0.0365630356613348
TCONS_00001004_ORF_1_ORF_8	5423	+	1	4189	4278	90	0.6517	-0.414484956686285	0.000618482185280301
TCONS_00001004_ORF_1_ORF_9	5423	+	2	4247	4327	81	0.5536	-0.475195920361614	0.000275983888155428
TCONS_00001004_ORF_1_ORF_10	5423	+	1	658	732	75	1.0396	-0.138220121041488	0.0105415581324392
TCONS_00001004_ORF_1_ORF_11	5423	+	1	4705	4779	75	0.5255	-0.27615784666228	0.000783413287845967
TCONS_00001004_ORF_1_ORF_12	5423	+	1	5056	5130	75	0.7399	-0.26098543038812	0.00179684782791766
TCONS_00001004_ORF_1_ORF_13	5423	+	3	4131	4205	75	0.6004	-0.396153583760685	0.00048979157796679
