	#feature_id	TPM	gene
9832	ENSG00000173020.11	11.069324	GRK2
9833	ENSG00000173039.20	25.06262	RELA
9834	ENSG00000173113.7	21.720937	TRMT112
9835	ENSG00000173120.15	51.796081	KDM2A
9836	ENSG00000173153.17	7.518786	ESRRA
9837	ENSG00000173156.7	1.670841	RHOD
9838	ENSG00000173227.14	1.461986	SYT12
9839	ENSG00000173264.15	26.942317	GPR137
9840	ENSG00000173327.8	12.94902	MAP3K11
9841	ENSG00000173456.5	123.433404	RNF26
9842	ENSG00000173457.11	0.41771	PPP1R14B
9843	ENSG00000173465.8	2.506262	ZNRD2
9844	ENSG00000173486.14	4.594814	FKBP2
9845	ENSG00000173511.10	5.63909	VEGFB
9846	ENSG00000173599.15	25.689186	PC
9847	ENSG00000173621.9	2.715117	LRFN4
9848	ENSG00000173653.8	15.246427	RCE1
9849	ENSG00000173715.18	9.189627	TOP6BL
9850	ENSG00000173727.13	1.044276	FAUP4
9851	ENSG00000173825.7	7.309931	TIGD3
9852	ENSG00000173898.15	43.859585	SPTBN2
9853	ENSG00000173914.12	40.726758	RBM4B
9854	ENSG00000173933.21	51.796081	RBM4
9855	ENSG00000173992.9	12.53131	CCS
9856	ENSG00000174080.12	410.609258	CTSF
9857	ENSG00000174165.8	7.936496	ZDHHC24
9858	ENSG00000174276.7	4.803669	ZNHIT2
9859	ENSG00000174370.12	0.208855	KCNJ5-AS1
9860	ENSG00000174483.20	102.547887	BBS1
9861	ENSG00000174516.15	8.145352	PELI3
9862	ENSG00000174547.13	12.1136	MRPL11
9863	ENSG00000174669.12	8.563062	SLC29A2
9864	ENSG00000174672.16	15.664138	BRSK2
9865	ENSG00000174684.7	252.714752	B4GAT1
9866	ENSG00000174744.14	15.872993	BRMS1
9867	ENSG00000174775.18	4.385959	HRAS
9868	ENSG00000174807.4	3.759393	CD248
9869	ENSG00000174851.16	21.929793	YIF1A
9870	ENSG00000174871.11	0.835421	CNIH2
9871	ENSG00000174903.16	214.076546	RAB1B
9872	ENSG00000174915.12	13.366731	PTDSS2
9873	ENSG00000174996.12	200.91867	KLC2
9874	ENSG00000175104.15	19.423531	TRAF6
9875	ENSG00000175115.13	33.207972	PACS1
9876	ENSG00000175213.3	7.936496	ZNF408
9877	ENSG00000175216.15	80.409239	CKAP5
9878	ENSG00000175220.12	42.606454	ARHGAP1
9879	ENSG00000175224.17	95.655666	ATG13
9880	ENSG00000175229.7	37.385075	GAL3ST3
9881	ENSG00000175264.8	1.461986	CHST1
9882	ENSG00000175274.19	9.816193	TP53I11
9883	ENSG00000175334.8	16.290703	BANF1
9884	ENSG00000175348.11	185.881098	TMEM9B
9885	ENSG00000175352.11	136.173569	NRIP3
9886	ENSG00000175376.9	7.309931	EIF1AD
9887	ENSG00000175390.15	73.308164	EIF3F
9888	ENSG00000175463.12	0.208855	TBC1D10C
9889	ENSG00000175467.15	38.01164	SART1
9890	ENSG00000175482.9	2.297407	POLD4
9891	ENSG00000175536.7	9.189627	LIPT2
9892	ENSG00000175538.11	2.715117	KCNE3
9893	ENSG00000175544.14	86.466039	CABP4
9894	ENSG00000175550.8	29.030868	DRAP1
9895	ENSG00000175564.13	1.461986	UCP3
9896	ENSG00000175567.11	12.1136	UCP2
9897	ENSG00000175573.7	2.297407	C11orf68
9898	ENSG00000175575.13	86.048329	PAAF1
9899	ENSG00000175581.14	3.968248	MRPL48
9900	ENSG00000175582.20	336.256818	RAB6A
9901	ENSG00000175591.12	4.177103	P2RY2
9902	ENSG00000175592.9	0.208855	FOSL1
9903	ENSG00000175602.4	17.961544	CCDC85B
9904	ENSG00000175634.15	12.740165	RPS6KB2
9905	ENSG00000176102.13	62.447695	CSTF3
9906	ENSG00000176148.16	2.088552	TCP11L1
9907	ENSG00000176340.4	17.961544	COX8A
9908	ENSG00000176485.13	44.903861	PLAAT3
9909	ENSG00000176697.20	4.594814	BDNF
9910	ENSG00000176971.4	2.297407	FIBIN
9911	ENSG00000176973.8	0.41771	FAM89B
9912	ENSG00000177030.19	10.233903	DEAF1
9913	ENSG00000177042.16	18.1704	TMEM80
9914	ENSG00000177054.14	127.401652	ZDHHC13
9915	ENSG00000177098.9	8.145352	SCN4B
9916	ENSG00000177103.15	72.263888	DSCAML1
9917	ENSG00000177105.10	1.670841	RHOG
9918	ENSG00000177106.17	5.63909	EPS8L2
9919	ENSG00000177112.9	0.626566	IRAG1-AS1
9920	ENSG00000177156.11	24.018344	TALDO1
9921	ENSG00000177225.17	5.430234	GATD1
9922	ENSG00000177542.11	125.104245	SLC25A22
9923	ENSG00000177595.19	5.430234	PIDD1
9924	ENSG00000177600.9	7.101076	RPLP2
9925	ENSG00000177666.17	16.290703	PNPLA2
9926	ENSG00000177685.17	4.385959	CRACR2B
9927	ENSG00000177697.19	27.151172	CD151
9928	ENSG00000177700.6	6.47451	POLR2L
9929	ENSG00000177830.18	32.999116	CHID1
9930	ENSG00000177951.18	134.502727	BET1L
9931	ENSG00000177963.15	137.635555	RIC8A
9932	ENSG00000178105.12	63.283116	DDX10
9933	ENSG00000178202.13	9.189627	POGLUT3
9934	ENSG00000178301.4	3.550538	AQP11
9935	ENSG00000179038.8	0.835421	ENSG00000179038
9936	ENSG00000179071.5	6.683365	CCDC89
9937	ENSG00000179119.15	17.543834	SPTY2D1
9938	ENSG00000179240.13	38.638206	GVQW3
9939	ENSG00000179241.13	7.727641	LDLRAD3
9940	ENSG00000179292.5	12.1136	TMEM151A
9941	ENSG00000179331.3	0.41771	RAB39A
9942	ENSG00000179431.7	3.341683	FJX1
9943	ENSG00000179532.13	4.594814	DNHD1
9944	ENSG00000180176.15	2.088552	TH
9945	ENSG00000180423.4	4.177103	HARBI1
9946	ENSG00000180425.11	76.023281	C11orf71
9947	ENSG00000180720.8	2.715117	CHRM4
9948	ENSG00000180773.15	49.080964	SLC36A4
9949	ENSG00000180785.10	0.208855	OR51E1
9950	ENSG00000181264.9	88.554591	TLCD5
9951	ENSG00000181649.8	0.626566	PHLDA2
9952	ENSG00000181830.9	7.309931	SLC35C1
9953	ENSG00000181908.5	0.626566	LINC02724
9954	ENSG00000181924.7	3.759393	COA4
9955	ENSG00000182208.15	25.48033	MOB2
9956	ENSG00000182255.7	28.822013	KCNA4
9957	ENSG00000182272.12	8.563062	B4GALNT4
9958	ENSG00000182359.15	52.422647	KBTBD3
9959	ENSG00000182450.13	0.208855	KCNK4
9960	ENSG00000182667.15	296.365482	NTM
9961	ENSG00000182704.8	21.303227	TSKU
9962	ENSG00000182791.5	5.63909	CCDC87
9963	ENSG00000182919.15	45.948137	C11orf54
9964	ENSG00000182934.12	190.684767	SRPRA
9965	ENSG00000182985.18	1054.300881	CADM1
9966	ENSG00000183020.15	203.007222	AP2A2
9967	ENSG00000183134.5	0.626566	PTGDR2
9968	ENSG00000183161.6	26.733461	FANCF
9969	ENSG00000183340.7	21.303227	JRKL
9970	ENSG00000183715.14	46.574702	OPCML
9971	ENSG00000184014.9	67.669074	DENND5A
9972	ENSG00000184154.16	11.278179	LRRC51
9973	ENSG00000184232.9	27.777737	OAF
9974	ENSG00000184281.15	34.669958	TSSC4
9975	ENSG00000184350.11	3.759393	MRGPRE
9976	ENSG00000184363.10	0.835421	PKP3
9977	ENSG00000184384.14	22.347503	MAML2
9978	ENSG00000184524.6	78.529543	CEND1
9979	ENSG00000184669.10	1.044276	OR7E14P
9980	ENSG00000184743.13	15.246427	ATL3
9981	ENSG00000185085.2	11.904745	INTS5
9982	ENSG00000185187.13	4.385959	SIGIRR
9983	ENSG00000185201.18	8.145352	IFITM2
9984	ENSG00000185238.13	11.487034	PRMT3
9985	ENSG00000185475.11	4.385959	TMEM179B
9986	ENSG00000185507.21	5.012524	IRF7
9987	ENSG00000185522.9	0.208855	LMNTD2
9988	ENSG00000185627.19	71.219612	PSMD13
9989	ENSG00000185670.9	5.012524	ZBTB3
9990	ENSG00000185742.7	8.563062	C11orf87
9991	ENSG00000185885.17	3.759393	IFITM1
9992	ENSG00000186104.11	2.923972	CYP2R1
9993	ENSG00000186166.9	12.740165	CENATAC
9994	ENSG00000186280.7	16.917269	KDM4D
9995	ENSG00000186318.18	68.504495	BACE1
9996	ENSG00000186635.15	9.816193	ARAP1
9997	ENSG00000186642.16	4.594814	PDE2A
9998	ENSG00000186660.15	68.504495	ZFP91
9999	ENSG00000186907.8	1.044276	RTN4RL2
10000	ENSG00000187049.11	1.879697	TMEM216
10001	ENSG00000187079.20	23.600634	TEAD1
10002	ENSG00000187240.17	97.744218	DYNC2H1
10003	ENSG00000187479.8	0.208855	C11orf96
10004	ENSG00000187486.7	2.088552	KCNJ11
10005	ENSG00000188070.9	13.784441	ZFTA
10006	ENSG00000188211.9	3.968248	NCR3LG1
10007	ENSG00000188486.4	19.00582	H2AX
10008	ENSG00000188997.8	3.132828	KCTD21
10009	ENSG00000189431.8	0.626566	RASSF10
10010	ENSG00000196323.14	77.067557	ZBTB44
10011	ENSG00000196371.4	2.088552	FUT4
10012	ENSG00000196655.12	19.214675	TRAPPC4
10013	ENSG00000196666.6	0.208855	FAM180B
10014	ENSG00000196914.9	124.89539	ARHGEF12
10015	ENSG00000196954.14	0.835421	CASP4
10016	ENSG00000197136.5	17.961544	PCNX3
10017	ENSG00000197345.13	16.917269	MRPL21
10018	ENSG00000197580.13	34.043392	BCO2
10019	ENSG00000197601.13	133.667307	FAR1
10020	ENSG00000197702.14	46.783557	PARVA
10021	ENSG00000197798.9	12.94902	FAM118B
10022	ENSG00000198168.9	32.372551	SVIP
10023	ENSG00000198331.11	2.506262	HYLS1
10024	ENSG00000198382.9	95.864522	UVRAG
10025	ENSG00000198561.16	80.409239	CTNND1
10026	ENSG00000198730.9	161.236189	CTR9
10027	ENSG00000204241.9	4.803669	LINC02731
10028	ENSG00000204370.13	100.25048	SDHD
10029	ENSG00000204381.12	0.835421	LAYN
10030	ENSG00000204572.10	0.208855	KRTAP5-10
10031	ENSG00000204922.5	16.499558	UQCC3
10032	ENSG00000204950.4	0.208855	LRRC10B
10033	ENSG00000205213.14	100.041625	LGR4
10034	ENSG00000205339.10	96.073377	IPO7
10035	ENSG00000205531.13	275.479965	NAP1L4
10036	ENSG00000211450.11	9.398483	SELENOH
10037	ENSG00000213402.3	0.626566	PTPRCAP
10038	ENSG00000213445.10	0.835421	SIPA1
10039	ENSG00000213465.8	42.397599	ARL2
10040	ENSG00000213593.10	123.015693	TMX2
10041	ENSG00000213619.11	20.676662	NDUFS3
10042	ENSG00000213693.4	0.208855	SEC14L1P1
10043	ENSG00000214026.11	6.265655	MRPL23
10044	ENSG00000214063.12	11.278179	TSPAN4
10045	ENSG00000214376.6	1.879697	VSTM5
10046	ENSG00000214517.10	121.553707	PPME1
10047	ENSG00000214530.10	2.923972	STARD10
10048	ENSG00000214753.4	35.714234	HNRNPUL2
10049	ENSG00000214756.8	9.398483	CSKMT
10050	ENSG00000221932.6	2.297407	HEPN1
10051	ENSG00000221968.9	14.619862	FADS3
10052	ENSG00000222328.1	0.626566	RNU2-2P
10053	ENSG00000227487.4	22.138648	NCAM1-AS1
10054	ENSG00000229183.10	0.208855	PGA4
10055	ENSG00000229859.10	0.208855	PGA3
10056	ENSG00000233930.4	2.923972	KRTAP5-AS1
10057	ENSG00000234857.2	0.208855	HNRNPUL2-BSCL2
10058	ENSG00000235505.8	0.208855	CASP4LP
10059	ENSG00000236287.8	80.82695	ZBED5
10060	ENSG00000238184.1	0.208855	CD81-AS1
10061	ENSG00000239306.5	89.598867	RBM14
10062	ENSG00000244242.2	5.221379	IFITM10
10063	ENSG00000244398.1	1.253131	RPL36AP37
10064	ENSG00000245498.7	6.265655	MSANTD2-AS1
10065	ENSG00000245532.10	622.806107	NEAT1
10066	ENSG00000245552.8	3.341683	LNCRNA-IUR
10067	ENSG00000245571.7	13.575586	FAM111A-DT
10068	ENSG00000245573.9	6.892221	BDNF-AS
10069	ENSG00000246067.9	11.487034	RAB30-DT
10070	ENSG00000246100.5	1.879697	LINC00900
10071	ENSG00000246174.9	0.208855	KCTD21-AS1
10072	ENSG00000246225.7	0.41771	ENSG00000246225
10073	ENSG00000246250.3	3.968248	ENSG00000246250
10074	ENSG00000246273.8	1.670841	SBF2-AS1
10075	ENSG00000246523.9	0.208855	FZD4-DT
10076	ENSG00000247095.4	22.765213	MIR210HG
10077	ENSG00000247137.9	4.385959	ANKRD42-DT
10078	ENSG00000247271.8	8.771917	ZBED5-AS1
10079	ENSG00000247416.5	1.670841	ENSG00000247416
10080	ENSG00000248027.1	8.771917	ARHGAP42-AS1
10081	ENSG00000248643.5	0.626566	RBM14-RBM4
10082	ENSG00000248671.8	1.253131	ENSG00000248671
10083	ENSG00000250073.4	0.208855	ESAM-AS1
10084	ENSG00000250303.5	12.740165	LINC02762
10085	ENSG00000250644.3	4.385959	ENSG00000250644
10086	ENSG00000251364.8	0.835421	SYT9-AS1
10087	ENSG00000251562.9	36235.327141	MALAT1
10088	ENSG00000251661.3	1.253131	ENSG00000251661
10089	ENSG00000253973.3	1.879697	NRIP3-DT
10090	ENSG00000254427.3	3.759393	LINC02696
10091	ENSG00000254469.9	0.835421	XNDC1N
10092	ENSG00000254470.3	8.563062	AP5B1
10093	ENSG00000254510.3	1.044276	ENSG00000254510
10094	ENSG00000254648.1	0.208855	ENSG00000254648
10095	ENSG00000254682.2	2.923972	DHCR7-DT
10096	ENSG00000254772.10	126.775086	EEF1G
10097	ENSG00000254815.6	0.208855	LMNTD2-AS1
10098	ENSG00000254837.2	23.391779	LIPT2-AS1
10099	ENSG00000254860.7	4.803669	TMEM9B-AS1
10100	ENSG00000254951.7	11.695889	ENSG00000254951
10101	ENSG00000254986.8	40.309047	DPP3
10102	ENSG00000255062.2	0.208855	TIRAP-AS1
10103	ENSG00000255129.7	1.044276	TTC12-DT
10104	ENSG00000255135.5	2.715117	EMSY-DT
10105	ENSG00000255153.1	3.341683	TOLLIP-DT
10106	ENSG00000255220.1	0.208855	DDX18P5
10107	ENSG00000255240.6	0.208855	ENSG00000255240
10108	ENSG00000255248.10	43.024164	MIR100HG
10109	ENSG00000255265.1	0.208855	TMA16P1
10110	ENSG00000255284.3	1.044276	GATD1-DT
10111	ENSG00000255403.1	0.208855	HSPD1P13
10112	ENSG00000255455.2	13.575586	ENSG00000255455
10113	ENSG00000255508.7	15.246427	ENSG00000255508
10114	ENSG00000255517.7	0.835421	DPP3-DT
10115	ENSG00000255553.2	16.708413	LINC02733
10116	ENSG00000255561.7	6.683365	FDXACB1
10117	ENSG00000255717.8	12.322455	SNHG1
10118	ENSG00000256269.11	10.233903	HMBS
10119	ENSG00000256349.1	5.012524	ENSG00000256349
10120	ENSG00000256422.7	7.309931	LINC02552
10121	ENSG00000256591.5	0.208855	ENSG00000256591
10122	ENSG00000256713.8	0.208855	PGA5
10123	ENSG00000257069.6	0.208855	KCNK4-CATSPERZ
10124	ENSG00000258659.7	0.41771	TRIM34
10125	ENSG00000260196.1	0.41771	ENSG00000260196
10126	ENSG00000260233.3	3.132828	ZNRD2-DT
10127	ENSG00000260254.1	68.504495	ENSG00000260254
10128	ENSG00000260401.1	0.41771	ENSG00000260401
10129	ENSG00000260966.1	17.126124	ENSG00000260966
10130	ENSG00000261098.1	4.385959	ENSG00000261098
10131	ENSG00000261340.1	0.835421	LINC01616
10132	ENSG00000261578.1	0.208855	ENSG00000261578
10133	ENSG00000261594.4	10.442758	TPBGL
10134	ENSG00000261645.7	0.208855	DISC1FP1
10135	ENSG00000262655.4	421.469726	SPON1
10136	ENSG00000263465.5	111.946369	SRSF8
10137	ENSG00000267811.1	0.626566	ENSG00000267811
10138	ENSG00000267940.1	0.835421	ENSG00000267940
10139	ENSG00000268403.2	15.664138	ENSG00000268403
10140	ENSG00000268635.2	0.208855	ENSG00000268635
10141	ENSG00000269176.2	0.835421	ENSG00000269176
10142	ENSG00000269821.1	72.472743	KCNQ1OT1
10143	ENSG00000269939.1	0.626566	PCF11-AS1
10144	ENSG00000270179.1	0.208855	ENSG00000270179
10145	ENSG00000270607.1	0.835421	LEISA1
10146	ENSG00000271350.1	0.208855	ENSG00000271350
10147	ENSG00000272186.1	0.626566	VPS11-DT
10148	ENSG00000273003.1	1.253131	ARL2-SNX15
10149	ENSG00000276668.1	0.626566	ENSG00000276668
10150	ENSG00000278376.1	1.461986	ENSG00000278376
10151	ENSG00000278615.5	6.683365	C11orf98
10152	ENSG00000278879.1	0.208855	ENSG00000278879
10153	ENSG00000278989.1	1.879697	ENSG00000278989
10154	ENSG00000279117.1	2.923972	ENSG00000279117
10155	ENSG00000279246.1	0.208855	ENSG00000279246
10156	ENSG00000279342.2	1.461986	ENSG00000279342
10157	ENSG00000279391.1	0.208855	ENSG00000279391
10158	ENSG00000279491.1	3.550538	ENSG00000279491
10159	ENSG00000279549.1	1.879697	ENSG00000279549
10160	ENSG00000279675.1	2.715117	ENSG00000279675
10161	ENSG00000279696.1	1.670841	ENSG00000279696
10162	ENSG00000279711.1	0.626566	ENSG00000279711
10163	ENSG00000279771.1	1.253131	ENSG00000279771
10164	ENSG00000280010.1	0.208855	ENSG00000280010
10165	ENSG00000280143.1	2.506262	ENSG00000280143
10166	ENSG00000280339.1	0.626566	ENSG00000280339
10167	ENSG00000280367.1	13.157876	ENSG00000280367
10168	ENSG00000280385.1	14.411007	ENSG00000280385
10169	ENSG00000280798.1	2.506262	LINC00294
10170	ENSG00000280832.2	2.088552	GSEC
10171	ENSG00000281880.2	4.803669	PAUPAR
10172	ENSG00000284713.2	0.835421	SMIM38
10173	ENSG00000285533.3	1.670841	RELA-DT
10174	ENSG00000285825.2	0.208855	CCDC15-DT
10175	ENSG00000285827.1	5.221379	ENSG00000285827
10176	ENSG00000286264.2	5.012524	ENSG00000286264
10177	ENSG00000287548.1	0.208855	ENSG00000287548
10178	ENSG00000288012.1	0.41771	ENSG00000288012
10179	ENSG00000288534.1	0.41771	ENSG00000288534
10180	ENSG00000288675.1	0.626566	PANO1
10181	ENSG00000288833.1	3.550538	ENSG00000288833
10182	ENSG00000288852.1	1.044276	ENSG00000288852
10183	ENSG00000288907.1	1.461986	ENSG00000288907
10184	ENSG00000289074.1	4.385959	ENSG00000289074
10185	ENSG00000289194.1	0.208855	ENSG00000289194
10186	ENSG00000289231.1	1.670841	ENSG00000289231
10187	ENSG00000289268.1	0.41771	ENSG00000289268
10188	ENSG00000289343.1	0.626566	ENSG00000289343
10189	ENSG00000289399.1	0.208855	ENSG00000289399
10190	ENSG00000289486.1	0.41771	ENSG00000289486
10191	ENSG00000289499.1	0.835421	ENSG00000289499
10192	ENSG00000289562.1	1.253131	ENSG00000289562
10193	ENSG00000289631.1	0.41771	ENSG00000289631
10194	ENSG00000002016.18	3.550538	RAD52
10195	ENSG00000003056.8	214.494256	M6PR
10196	ENSG00000004478.8	95.655666	FKBP4
10197	ENSG00000004700.16	27.360027	RECQL
10198	ENSG00000005175.10	40.935613	RPAP3
10199	ENSG00000006831.10	73.934729	ADIPOR2
10200	ENSG00000008394.13	1.253131	MGST1
10201	ENSG00000008405.12	103.801018	CRY1
10202	ENSG00000010219.14	7.309931	DYRK4
10203	ENSG00000010278.15	92.105129	CD9
10204	ENSG00000010292.13	7.101076	NCAPD2
10205	ENSG00000010295.20	8.980772	IFFO1
10206	ENSG00000010379.16	0.208855	SLC6A13
10207	ENSG00000010610.10	12.322455	CD4
10208	ENSG00000010626.15	13.575586	LRRC23
10209	ENSG00000011105.14	28.822013	TSPAN9
10210	ENSG00000011465.18	1.670841	DCN
10211	ENSG00000012822.16	122.806838	CALCOCO1
10212	ENSG00000013503.10	16.917269	POLR3B
10213	ENSG00000013573.17	10.860469	DDX11
10214	ENSG00000013583.10	5.63909	HEBP1
10215	ENSG00000013588.9	1.044276	GPRC5A
10216	ENSG00000015153.15	56.18204	YAF2
10217	ENSG00000017427.17	33.207972	IGF1
10218	ENSG00000018236.15	139.932962	CNTN1
10219	ENSG00000022840.17	297.827468	RNF10
10220	ENSG00000023697.13	79.156108	DERA
10221	ENSG00000023734.11	412.280099	STRAP
10222	ENSG00000025423.11	0.41771	HSD17B6
10223	ENSG00000028203.19	131.578755	VEZT
10224	ENSG00000033030.15	16.917269	ZCCHC8
10225	ENSG00000037897.17	2.715117	METTL1
10226	ENSG00000037965.6	0.208855	HOXC8
10227	ENSG00000047617.17	282.372185	ANO2
10228	ENSG00000047621.12	40.935613	C12orf4
10229	ENSG00000048540.16	6.0568	LMO3
10230	ENSG00000049130.16	18.379255	KITLG
10231	ENSG00000050405.14	76.440991	LIMA1
10232	ENSG00000050426.16	22.974068	LETMD1
10233	ENSG00000050438.17	32.163696	SLC4A8
10234	ENSG00000051825.15	12.322455	MPHOSPH9
10235	ENSG00000052126.15	78.529543	PLEKHA5
10236	ENSG00000053702.15	0.208855	NRIP2
10237	ENSG00000057294.16	23.809489	PKP2
10238	ENSG00000057704.13	5.221379	TMCC3
10239	ENSG00000058272.19	101.085901	PPP1R12A
10240	ENSG00000059758.8	24.64491	CDK17
10241	ENSG00000059804.16	213.658836	SLC2A3
10242	ENSG00000060138.13	56.18204	YBX3
10243	ENSG00000060140.9	0.41771	STYK1
10244	ENSG00000060237.19	130.116769	WNK1
10245	ENSG00000060709.16	19.00582	RIMBP2
10246	ENSG00000060982.15	135.129293	BCAT1
10247	ENSG00000061273.18	11.904745	HDAC7
10248	ENSG00000061794.13	42.188744	MRPS35
10249	ENSG00000061936.10	58.270592	SFSWAP
10250	ENSG00000061987.16	77.276412	MON2
10251	ENSG00000062485.19	248.119938	CS
10252	ENSG00000063046.18	201.962946	EIF4B
10253	ENSG00000064102.15	13.366731	INTS13
10254	ENSG00000064115.11	77.694122	TM7SF3
10255	ENSG00000064763.12	15.037572	FAR2
10256	ENSG00000065357.20	1.253131	DGKA
10257	ENSG00000065361.17	0.835421	ERBB3
10258	ENSG00000065970.9	35.714234	FOXJ2
10259	ENSG00000066084.13	64.953957	DIP2B
10260	ENSG00000066117.15	42.815309	SMARCD1
10261	ENSG00000067182.8	10.233903	TNFRSF1A
10262	ENSG00000067715.14	691.937167	SYT1
10263	ENSG00000067798.16	15.037572	NAV3
10264	ENSG00000069431.14	4.803669	ABCC9
10265	ENSG00000069493.15	1.670841	CLEC2D
10266	ENSG00000070018.9	41.144468	LRP6
10267	ENSG00000070961.16	249.581924	ATP2B1
10268	ENSG00000072041.18	93.77597	SLC6A15
10269	ENSG00000072609.18	36.967365	CHFR
10270	ENSG00000072657.10	6.265655	TRHDE
10271	ENSG00000073060.17	95.237956	SCARB1
10272	ENSG00000073614.13	76.649846	KDM5A
10273	ENSG00000074527.13	1.461986	NTN4
10274	ENSG00000074590.14	20.885517	NUAK1
10275	ENSG00000075035.10	36.758509	WSCD2
10276	ENSG00000075089.10	77.276412	ACTR6
10277	ENSG00000075188.9	10.860469	NUP37
10278	ENSG00000075415.15	173.558644	SLC25A3
10279	ENSG00000075856.12	98.788494	SART3
10280	ENSG00000076067.13	5.63909	RBMS2
10281	ENSG00000076108.12	125.3131	BAZ2A
10282	ENSG00000076248.11	23.600634	UNG
10283	ENSG00000076513.17	26.733461	ANKRD13A
10284	ENSG00000078237.7	20.258951	TIGAR
10285	ENSG00000078246.17	43.23302	TULP3
10286	ENSG00000079337.16	2.297407	RAPGEF3
10287	ENSG00000079387.14	0.835421	SENP1
10288	ENSG00000080371.6	36.340799	RAB21
10289	ENSG00000081760.17	23.391779	AACS
10290	ENSG00000082805.21	53.884633	ERC1
10291	ENSG00000084112.15	32.790261	SSH1
10292	ENSG00000084444.14	28.404303	FAM234B
10293	ENSG00000084463.8	250.6262	WBP11
10294	ENSG00000086598.11	850.458239	TMED2
10295	ENSG00000087448.11	74.143584	KLHL42
10296	ENSG00000087470.19	91.060853	DNM1L
10297	ENSG00000087502.19	96.282232	ERGIC2
10298	ENSG00000088986.11	24.018344	DYNLL1
10299	ENSG00000089009.16	18.796965	RPL6
10300	ENSG00000089022.14	57.435171	MAPKAPK5
10301	ENSG00000089041.17	0.208855	P2RX7
10302	ENSG00000089053.13	132.414176	ANAPC5
10303	ENSG00000089060.12	4.594814	SLC8B1
10304	ENSG00000089094.20	13.366731	KDM2B
10305	ENSG00000089127.15	4.803669	OAS1
10306	ENSG00000089154.11	25.898041	GCN1
10307	ENSG00000089157.16	48.872109	RPLP0
10308	ENSG00000089159.17	224.937015	PXN
10309	ENSG00000089163.4	0.208855	SIRT4
10310	ENSG00000089169.15	47.618978	RPH3A
10311	ENSG00000089220.5	525.89731	PEBP1
10312	ENSG00000089225.20	4.803669	TBX5
10313	ENSG00000089234.16	93.984825	BRAP
10314	ENSG00000089248.7	45.112716	ERP29
10315	ENSG00000089692.9	3.132828	LAG3
10316	ENSG00000089693.11	215.747387	MLF2
10317	ENSG00000089818.18	540.934882	NECAP1
10318	ENSG00000090376.11	1.670841	IRAK3
10319	ENSG00000090612.22	55.137764	ZNF268
10320	ENSG00000090615.16	40.726758	GOLGA3
10321	ENSG00000090975.14	27.360027	PITPNM2
10322	ENSG00000091039.17	71.846177	OSBPL8
10323	ENSG00000092841.19	195.697291	MYL6
10324	ENSG00000094914.14	10.025048	AAAS
10325	ENSG00000094916.16	134.085017	CBX5
10326	ENSG00000102189.17	81.871225	EEA1
10327	ENSG00000110799.14	13.157876	VWF
10328	ENSG00000110801.14	26.942317	PSMD9
10329	ENSG00000110811.20	2.297407	P3H3
10330	ENSG00000110841.14	8.980772	PPFIBP1
10331	ENSG00000110844.14	18.796965	PRPF40B
10332	ENSG00000110848.8	0.208855	CD69
10333	ENSG00000110851.12	41.144468	PRDM4
10334	ENSG00000110852.5	0.835421	CLEC2B
10335	ENSG00000110871.15	15.872993	COQ5
10336	ENSG00000110876.10	1.044276	SELPLG
10337	ENSG00000110880.11	64.118536	CORO1C
10338	ENSG00000110881.12	1.253131	ASIC1
10339	ENSG00000110888.18	20.050096	CAPRIN2
10340	ENSG00000110900.16	20.050096	TSPAN11
10341	ENSG00000110906.13	46.156992	KCTD10
10342	ENSG00000110911.17	122.597983	SLC11A2
10343	ENSG00000110917.8	72.890453	MLEC
10344	ENSG00000110921.14	24.853765	MVK
10345	ENSG00000110925.7	44.695006	CSRNP2
10346	ENSG00000110931.19	18.379255	CAMKK2
10347	ENSG00000110934.13	1.670841	BIN2
10348	ENSG00000110955.9	602.547156	ATP5F1B
10349	ENSG00000110958.16	198.830119	PTGES3
10350	ENSG00000110987.9	100.041625	BCL7A
10351	ENSG00000111011.18	113.826066	RSRC2
10352	ENSG00000111012.10	8.771917	CYP27B1
10353	ENSG00000111052.8	156.43252	LIN7A
10354	ENSG00000111057.11	1.879697	KRT18
10355	ENSG00000111058.8	38.01164	ACSS3
10356	ENSG00000111077.18	18.379255	TNS2
10357	ENSG00000111110.12	102.339032	PPM1H
10358	ENSG00000111142.14	59.106012	METAP2
10359	ENSG00000111144.10	36.549654	LTA4H
10360	ENSG00000111145.8	9.607338	ELK3
10361	ENSG00000111181.13	0.41771	SLC6A12
10362	ENSG00000111186.13	3.341683	WNT5B
10363	ENSG00000111196.10	5.847945	MAGOHB
10364	ENSG00000111203.13	23.809489	ITFG2
10365	ENSG00000111218.12	9.607338	PRMT8
10366	ENSG00000111224.14	22.974068	PARP11
10367	ENSG00000111229.16	10.651614	ARPC3
10368	ENSG00000111231.9	61.821129	GPN3
10369	ENSG00000111237.19	53.466923	VPS29
10370	ENSG00000111247.15	0.835421	RAD51AP1
10371	ENSG00000111249.14	5.012524	CUX2
10372	ENSG00000111252.11	7.727641	SH2B3
10373	ENSG00000111254.8	0.208855	AKAP3
10374	ENSG00000111261.14	15.455282	MANSC1
10375	ENSG00000111262.6	4.385959	KCNA1
10376	ENSG00000111266.9	62.447695	DUSP16
10377	ENSG00000111269.3	187.760795	CREBL2
